,T_component,T_ambient,bus_voltage,bus_current,label_anomaly,alert_rule,alert_z,alert_combined
2025-08-15 03:01:17,35.66358948301462,27.937233437876642,7.796995140224035,1.0994061696643789,0,0,0,0
2025-08-15 03:01:18,35.81605616677637,27.494968542333716,7.823834149942141,1.085530592871911,0,0,0,0
2025-08-15 03:01:19,35.19746461699344,27.758238980051143,7.798325640803015,1.132969500723259,0,0,0,0
2025-08-15 03:01:20,35.518390538849,28.28945548992924,7.777609077432336,1.1587951176423403,0,0,0,0
2025-08-15 03:01:21,36.28486858780842,28.48467484706447,7.792129402880605,1.1135183914829416,0,0,0,0
2025-08-15 03:01:22,36.88288685852367,27.629695338436022,7.80357389433621,1.102483187113563,0,0,0,0
2025-08-15 03:01:23,35.58290590594846,27.822260722254132,7.824584295685941,1.101103484995227,0,0,0,0
2025-08-15 03:01:24,35.7890301638888,27.992078272912323,7.812061893698976,1.0284707963364277,0,0,0,0
2025-08-15 03:01:25,35.33517291490987,28.084048347645883,7.782989294425059,1.1223545259285446,0,0,0,0
2025-08-15 03:01:26,36.434966232376304,27.757118944023507,7.849703798333578,1.1040249924798753,0,0,0,0
2025-08-15 03:01:27,36.193319546003735,28.127218313339228,7.80529550621956,1.112850261519822,0,0,0,0
2025-08-15 03:01:28,35.80395523854065,27.857848195878724,7.82550781475998,1.078656134177489,0,0,0,0
2025-08-15 03:01:29,36.001416201027766,27.995664318736516,7.796965711328455,1.0884662936306873,0,0,0,0
2025-08-15 03:01:30,35.1002687844287,28.16388527440111,7.8106671848941085,1.087669251904905,0,0,0,0
2025-08-15 03:01:31,36.02702621030012,28.00192668094328,7.816789370090368,1.1306486895221912,0,0,0,0
2025-08-15 03:01:32,35.36269975802791,27.86908423284203,7.824363894235085,1.0886372049019073,0,0,0,0
2025-08-15 03:01:33,35.42437140684577,27.96711705882225,7.821147366107565,1.162479809663294,0,0,0,0
2025-08-15 03:01:34,35.673717489883906,27.9734911122384,7.81744394000146,1.1129258725704512,0,0,0,0
2025-08-15 03:01:35,35.10985315936684,27.888996691035363,7.7936982653761175,1.0617295202001282,0,0,0,0
2025-08-15 03:01:36,35.71229510838457,27.922361181199868,7.788565079160879,1.0961436112024414,0,0,0,0
2025-08-15 03:01:37,35.63972207181,28.479594151151414,7.806652150206483,1.0804497463353075,0,0,0,0
2025-08-15 03:01:38,35.62316713628568,28.16827583438237,7.818662561446821,1.0341685259053994,0,0,0,0
2025-08-15 03:01:39,35.98653994961242,27.91135590459125,7.795545585984468,1.1479841282034138,0,0,0,0
2025-08-15 03:01:40,35.06859543952296,28.209086321353222,7.8213034393142875,1.1210942762666003,0,0,0,0
2025-08-15 03:01:41,35.50300719428554,27.899854153073196,7.829052334909724,1.1159962195369795,0,0,0,0
2025-08-15 03:01:42,35.54873978963348,28.351937391275992,7.781673581618532,1.1049621098089912,0,0,0,0
2025-08-15 03:01:43,35.5638374707637,28.110892657659427,7.783261585924074,1.058539472939227,0,0,0,0
2025-08-15 03:01:44,35.84954808746573,27.967809356798732,7.797192498821893,1.0854914858133369,0,0,0,0
2025-08-15 03:01:45,35.200456207915025,28.134315077743082,7.806152253363784,1.1252534232435205,0,0,0,0
2025-08-15 03:01:46,36.80988316394111,27.52873715437945,7.789508659724659,1.068463399106525,0,0,0,0
2025-08-15 03:01:47,36.22892313369367,27.661969759327057,7.8270440535773425,1.0240469205124756,0,0,0,0
2025-08-15 03:01:48,35.640473521948685,27.641822498080284,7.8084813372303685,1.0931868197665724,0,0,0,0
2025-08-15 03:01:49,35.52714707250982,28.042882928429112,7.800788940964814,1.095747273379174,0,0,0,0
2025-08-15 03:01:50,34.91992816693581,28.51975449984553,7.7712818095226295,1.1040669024924414,0,0,0,0
2025-08-15 03:01:51,35.600393444956154,28.66939004385779,7.773683683671449,1.1218555593054362,0,0,0,0
2025-08-15 03:01:52,35.88007380246306,28.19141533043223,7.805620185005636,1.1191281743669363,0,0,0,0
2025-08-15 03:01:53,36.298665523404395,28.15025334248334,7.757348087476903,1.1077630941573178,0,0,0,0
2025-08-15 03:01:54,35.44357371207836,27.459682679754177,7.820252748192881,1.1358659416426014,0,0,0,0
2025-08-15 03:01:55,36.30541823697717,27.837197860079794,7.796836923112553,1.0544309065756006,0,0,0,0
2025-08-15 03:01:56,35.554060300280895,27.76366487442753,7.864861859391895,1.1151374544343218,0,0,0,0
2025-08-15 03:01:57,35.64338585447791,27.813745720524665,7.846158325012322,1.1187961509001083,0,0,0,0
2025-08-15 03:01:58,36.34596367470354,27.949556854424564,7.79637101861505,1.0628131314175928,0,0,0,0
2025-08-15 03:01:59,35.648456284427645,27.85837282669086,7.797873259949373,1.0549138817395285,0,0,0,0
2025-08-15 03:02:00,36.275245077621264,27.406210056887264,7.81991163028004,1.077621736205732,0,0,0,0
2025-08-15 03:02:01,35.406828192533894,28.22437307683526,7.834063452198361,1.0801537567245414,0,0,0,0
2025-08-15 03:02:02,36.247250960312,27.67817709227806,7.76723941885128,1.122602583905073,0,0,0,0
2025-08-15 03:02:03,35.30049884817608,28.071774059233345,7.764272490692906,1.0815638364892672,0,0,0,0
2025-08-15 03:02:04,36.1534012089118,28.622224800924993,7.787559303888912,1.074309544451564,0,0,0,0
2025-08-15 03:02:05,36.85308020581765,27.724184622524074,7.811654751663477,1.0816509878991634,0,0,0,0
2025-08-15 03:02:06,35.69834868183472,27.2409137431761,7.8099374718101515,1.1335589700246265,0,0,0,0
2025-08-15 03:02:07,35.675514886353476,27.914198733435967,7.8213954290996766,1.1003913012313087,0,0,0,0
2025-08-15 03:02:08,35.49595202383846,28.330287890499573,7.776006049432693,1.0946224692392927,0,0,0,0
2025-08-15 03:02:09,35.480198373940716,28.587504236266177,7.753677122740623,1.0966998350389685,0,0,0,0
2025-08-15 03:02:10,35.9154967113907,27.631135121664276,7.817160283906043,1.1387618100297958,0,0,0,0
2025-08-15 03:02:11,36.00854795501784,28.149009766970956,7.783436074540695,1.0775248482019029,0,0,0,0
2025-08-15 03:02:12,35.96740033971243,27.860406862965984,7.759630242712227,1.1394652487282033,0,0,0,0
2025-08-15 03:02:13,36.338295492803866,27.968215493708758,7.802901274919187,1.1063148889676453,0,0,0,0
2025-08-15 03:02:14,35.49268082419542,28.79330300410511,7.8158635137643735,1.0951874185407398,0,0,0,0
2025-08-15 03:02:15,36.49532552945229,27.549108901481453,7.797558857357575,1.1750270149380286,0,0,0,0
2025-08-15 03:02:16,35.477553673096295,28.07612189844837,7.79084303227635,1.0683308153060422,0,0,0,0
2025-08-15 03:02:17,35.236724239556104,28.14030795152963,7.796812755357082,1.0893894272129898,0,0,0,0
2025-08-15 03:02:18,36.12991870006492,28.325735897481803,7.792588344751985,1.0630270628250802,0,0,0,0
2025-08-15 03:02:19,35.610322911561965,28.02939494604127,7.7730390577611965,1.1285738591160852,0,0,0,0
2025-08-15 03:02:20,35.741073975136345,28.092415161851232,7.785706386460191,1.1506756680095505,0,0,0,0
2025-08-15 03:02:21,36.42584535147842,27.882505429773463,7.810425598100276,1.1500976834421393,0,0,0,0
2025-08-15 03:02:22,35.36990446764881,28.080738082373532,7.806433570827529,1.1367184625943803,0,0,0,0
2025-08-15 03:02:23,35.646433433584804,27.897042317350778,7.8033611961193365,1.094071385966121,0,0,0,0
2025-08-15 03:02:24,35.79112740161345,28.186471566956815,7.780097030362932,1.0890427706753047,0,0,0,0
2025-08-15 03:02:25,35.85825127609163,27.88911689918691,7.796369936757286,1.0498649068251782,0,0,0,0
2025-08-15 03:02:26,35.09967831397641,28.113130118170655,7.756458699071143,1.1610762060554538,0,0,0,0
2025-08-15 03:02:27,34.94991603385302,27.991221155894507,7.803569533277708,1.114069342344454,0,0,0,0
2025-08-15 03:02:28,35.78366451090225,28.33781507523165,7.828577154156271,1.0852412928539157,0,0,0,0
2025-08-15 03:02:29,36.27365778949274,27.984581882923454,7.770517357359157,1.1398417066696092,0,0,0,0
2025-08-15 03:02:30,35.671327882865775,27.468090259537934,7.788281446533644,1.0708170644972002,0,0,0,0
2025-08-15 03:02:31,35.97019408856396,28.378576450214197,7.806582135574202,1.1121986610266803,0,0,0,0
2025-08-15 03:02:32,35.402272922950864,27.728280309741216,7.825056852688549,1.094821125971275,0,0,0,0
2025-08-15 03:02:33,36.18761796312363,27.803870098405355,7.791035507673997,1.119160314196409,0,0,0,0
2025-08-15 03:02:34,36.24501956347037,27.821301611786954,7.786154993414682,1.0980927938244165,0,0,0,0
2025-08-15 03:02:35,35.73027692832419,28.412331427951244,7.760621537151678,1.0564721632666634,0,0,0,0
2025-08-15 03:02:36,36.62284344273359,27.35929773580639,7.8020687625861616,1.1022672911801012,0,0,0,0
2025-08-15 03:02:37,35.931768284154494,28.941324560097996,7.840841520802875,1.131465924256261,0,0,0,0
2025-08-15 03:02:38,35.02550992507112,28.316817042719816,7.8055471692392935,1.0991235078243806,0,0,0,0
2025-08-15 03:02:39,36.54850366373408,28.066971674238747,7.799554420416325,1.1232534536476726,0,0,0,0
2025-08-15 03:02:40,35.220209077470926,27.983531799815115,7.806441646215339,1.0686341154297785,0,0,0,0
2025-08-15 03:02:41,36.280745428255194,28.0856662224573,7.799778159921027,1.0992121762019045,0,0,0,0
2025-08-15 03:02:42,36.52832962475881,28.1563367285138,7.783739712554797,1.0812646863473427,0,0,0,0
2025-08-15 03:02:43,35.33290694843298,28.193564675785016,7.816465598313554,1.1224094252031414,0,0,0,0
2025-08-15 03:02:44,36.444853583526715,28.166681339801034,7.8045152304622345,1.10094474686786,0,0,0,0
2025-08-15 03:02:45,36.156165671609315,28.026874204376576,7.800352265038673,1.1207022102900985,0,0,0,0
2025-08-15 03:02:46,36.56081502284323,27.9407984739078,7.780492679454435,1.132631312784736,0,0,0,0
2025-08-15 03:02:47,36.4413805764549,27.954618014903946,7.826070158638695,1.1207485572536418,0,0,0,0
2025-08-15 03:02:48,35.38037874927892,27.941527515894197,7.813294054906662,1.1081935530288094,0,0,0,0
2025-08-15 03:02:49,35.372133095395874,28.34013102906012,7.788941583252654,1.0700536322446579,0,0,0,0
2025-08-15 03:02:50,35.496407613783376,28.17806701668426,7.820036497073638,1.099916416679993,0,0,0,0
2025-08-15 03:02:51,35.488229067785085,27.117883409600715,7.790048583232296,1.084007287939525,0,0,0,0
2025-08-15 03:02:52,35.67079984216572,28.19677023295893,7.784359930149779,1.0896780812988733,0,0,0,0
2025-08-15 03:02:53,35.459161425182344,28.058420858415634,7.784805937650394,1.0887639754774925,0,0,0,0
2025-08-15 03:02:54,36.02829706876428,27.994387373066232,7.764578628938238,1.0706022327565328,0,0,0,0
2025-08-15 03:02:55,36.62395941938496,27.883444464073335,7.809430847608364,1.0412798423259804,0,0,0,0
2025-08-15 03:02:56,35.921263566281915,28.337233815995805,7.763377102433233,1.079955708550167,0,0,0,0
2025-08-15 03:02:57,36.533697510626304,28.284257938636856,7.775431123374685,1.105801383557725,0,0,0,0
2025-08-15 03:02:58,35.83724859324359,27.768136699652917,7.758488239818429,1.0595546886371754,0,0,0,0
2025-08-15 03:02:59,36.98732933410645,28.12211568613736,7.798278606144182,1.1004704670941488,0,0,0,0
2025-08-15 03:03:00,36.28318343082302,27.708502979637615,7.796993590794562,1.157008052729329,0,0,0,0
2025-08-15 03:03:01,35.555980397729904,27.58611455056332,7.793466075736273,1.1306916966575673,0,0,0,0
2025-08-15 03:03:02,35.29347370836223,27.81198483262301,7.779148446106588,1.149306245273616,0,0,0,0
2025-08-15 03:03:03,35.79399173859508,28.25871804171483,7.776555324931267,1.1117338363079818,0,0,0,0
2025-08-15 03:03:04,35.64837147204949,28.285937513612826,7.809287397270931,1.1350252946895936,0,0,0,0
2025-08-15 03:03:05,36.164132571749505,28.15392562602919,7.78898896136583,1.0782810580859665,0,0,0,0
2025-08-15 03:03:06,35.91027430954867,28.217528736054398,7.806327166430723,1.0806697919893407,0,0,0,0
2025-08-15 03:03:07,35.84945310572011,28.15485348613449,7.782295026277516,1.017825793815876,0,0,0,0
2025-08-15 03:03:08,35.57107004619774,27.807555521433116,7.803621254855422,1.135584364221269,0,0,0,0
2025-08-15 03:03:09,35.4023559679432,28.12957676340218,7.826065560746321,1.1462097193945966,0,0,0,0
2025-08-15 03:03:10,35.94209276138293,28.240122857568306,7.811723316007855,1.083404682639582,0,0,0,0
2025-08-15 03:03:11,36.1620613723491,28.226287398944073,7.79175172363567,1.092381448808083,0,0,0,0
2025-08-15 03:03:12,35.55869335636516,28.356674011442394,7.805143979407118,1.0773841365892713,0,0,0,0
2025-08-15 03:03:13,35.2154284643104,28.21249115416032,7.795186696509395,1.1114796065443249,0,0,0,0
2025-08-15 03:03:14,35.88028801219212,28.105434462262476,7.800157603693894,1.1337479763590974,0,0,0,0
2025-08-15 03:03:15,35.49518476284726,28.32104507149493,7.793487778957029,1.0477168407835689,0,0,0,0
2025-08-15 03:03:16,35.79362315554516,27.99204362222528,7.796713295882292,1.1122831559192676,0,0,0,0
2025-08-15 03:03:17,35.89708452050582,27.735437604631684,7.804241867061483,1.0916998468484258,0,0,0,0
2025-08-15 03:03:18,35.91862169602347,27.951079910816873,7.78013282600836,1.1034018317590009,0,0,0,0
2025-08-15 03:03:19,35.68419349649932,27.776529206558067,7.7796824234602004,1.1137698200502288,0,0,0,0
2025-08-15 03:03:20,35.78557923660372,27.797446517507687,7.772229148923375,1.0943539268368154,0,0,0,0
2025-08-15 03:03:21,36.167824293268296,27.956644398785343,7.767994577909926,1.0968923943978266,0,0,0,0
2025-08-15 03:03:22,36.205754466494625,27.762274023700012,7.77565434615559,1.093583744973361,0,0,0,0
2025-08-15 03:03:23,36.17549910405998,27.907611541108288,7.803189250136082,1.1291094860536486,0,0,0,0
2025-08-15 03:03:24,35.05588415586607,27.431915599913864,7.7821442496901625,1.112562798803825,0,0,0,0
2025-08-15 03:03:25,35.84127078745558,28.06398811221188,7.8102722892846215,1.1066175061321208,0,0,0,0
2025-08-15 03:03:26,35.91213909686457,28.000361642608667,7.800694274975051,1.0618714483672316,0,0,0,0
2025-08-15 03:03:27,36.180380442088804,27.754873410679544,7.760629915731239,1.0886426077036055,0,0,0,0
2025-08-15 03:03:28,35.53726722765443,28.197773700529723,7.813099511684434,1.1269600748101753,0,0,0,0
2025-08-15 03:03:29,37.63608972868433,28.28127104128797,7.816215972911834,1.1011308971937177,0,0,0,0
2025-08-15 03:03:30,36.29140899326653,27.517732040689307,7.780122746503303,1.1197859440876743,0,0,0,0
2025-08-15 03:03:31,36.278584783646565,27.771182566430134,7.8084038308579,1.152995354009829,0,0,0,0
2025-08-15 03:03:32,36.1248650888628,27.76925729506381,7.782870035251816,1.1311581820762646,0,0,0,0
2025-08-15 03:03:33,36.16055650192571,27.71802906966734,7.801953407534967,1.1027947501309923,0,0,0,0
2025-08-15 03:03:34,36.246089967363936,28.248842452579524,7.7747100318609,1.0846703248941283,0,0,0,0
2025-08-15 03:03:35,35.66277851347143,27.94185215836816,7.764137870949308,1.023393512118323,0,0,0,0
2025-08-15 03:03:36,35.6863767610785,27.920645547606817,7.79234365620774,1.0949484523258146,0,0,0,0
2025-08-15 03:03:37,35.47736823176552,27.398841290677975,7.7975254210745035,1.0902196251254945,0,0,0,0
2025-08-15 03:03:38,35.60087498179342,28.19062540906277,7.7920464061277075,1.1117109858318615,0,0,0,0
2025-08-15 03:03:39,35.77077962598486,27.628222481543958,7.776319388835549,1.0953828431907595,0,0,0,0
2025-08-15 03:03:40,36.618783862219956,28.0179797890799,7.792002018757377,1.0903884482168962,0,0,0,0
2025-08-15 03:03:41,35.050477640700116,28.08321308138746,7.805385895051614,1.0466180320847835,0,0,0,0
2025-08-15 03:03:42,35.79096128983035,28.408197578751594,7.799102139397549,1.071800965125498,0,0,0,0
2025-08-15 03:03:43,35.41220876055613,27.607353880264267,7.803650020611984,1.1142995312240167,0,0,0,0
2025-08-15 03:03:44,35.16269137588458,27.094146353253752,7.786597695990915,1.151477228933981,0,0,0,0
2025-08-15 03:03:45,36.37052136699403,28.055154863426107,7.823434358294323,1.0970742384876313,0,0,0,0
2025-08-15 03:03:46,35.74407804450454,28.540153354453256,7.776476533268904,1.1098343322072237,0,0,0,0
2025-08-15 03:03:47,35.076170865376405,28.37168390588183,7.809751205941734,1.1285743447085843,0,0,0,0
2025-08-15 03:03:48,35.56447435894568,28.06289782458239,7.823637821859199,1.0756731819139926,0,0,0,0
2025-08-15 03:03:49,35.682601327897245,27.852509144310385,7.809618161854978,1.1110044212985632,0,0,0,0
2025-08-15 03:03:50,35.51778180274305,28.242136778991192,7.7959495154587035,1.0777852968100354,0,0,0,0
2025-08-15 03:03:51,35.530864208879905,27.70793614008866,7.78943405906674,1.1259447331547303,0,0,0,0
2025-08-15 03:03:52,35.933546757040986,28.142907330806867,7.8207217530209245,1.104542091438552,0,0,0,0
2025-08-15 03:03:53,35.30827052755007,28.151641047749987,7.7715405014947665,1.1089535544194433,0,0,0,0
2025-08-15 03:03:54,36.5448291314728,28.318062972249663,7.780597514792407,1.0765220420774424,0,0,0,0
2025-08-15 03:03:55,36.127054955912996,28.827898011673323,7.792048844690165,1.1212109707883235,0,0,0,0
2025-08-15 03:03:56,34.796807437376394,28.11772479015363,7.82475307515024,1.1625413876369306,0,0,0,0
2025-08-15 03:03:57,35.860090725990695,27.84731091228775,7.807595352720818,1.069762649137154,0,0,0,0
2025-08-15 03:03:58,35.15682778878143,27.9923277063424,7.780639084829795,1.0898072297705743,0,0,0,0
2025-08-15 03:03:59,36.29869223481753,27.469277228533265,7.793793845892302,1.1069482242250428,0,0,0,0
2025-08-15 03:04:00,35.92422015601461,27.791586060673282,7.787713537118074,1.1235921863598746,0,0,0,0
2025-08-15 03:04:01,36.45215764039072,27.87721526856607,7.785804220155329,1.083213611441316,0,0,0,0
2025-08-15 03:04:02,36.024786948258786,27.842773480619623,7.8195777911711355,1.015009091295718,0,0,0,0
2025-08-15 03:04:03,36.34335311286734,28.045706461610116,7.7725651374147295,1.1407756848249209,0,0,0,0
2025-08-15 03:04:04,34.87472501895081,27.75327402028534,7.832175617114688,1.1228151835875244,0,0,0,0
2025-08-15 03:04:05,36.041883087240016,28.33630920019734,7.816564593803692,1.0477115740854002,0,0,0,0
2025-08-15 03:04:06,35.804079001716644,28.00006211947546,7.821817233412074,1.0817729362466133,0,0,0,0
2025-08-15 03:04:07,35.41768494573271,27.997209903658415,7.790741209759495,1.14704547288582,0,0,0,0
2025-08-15 03:04:08,36.815476896184684,27.901631585046125,7.797001185618417,1.1434338925537362,0,0,0,0
2025-08-15 03:04:09,35.89837366522304,28.046557205157693,7.771336963709506,1.1281592006803685,0,0,0,0
2025-08-15 03:04:10,35.18114012251234,28.247529479400292,7.789506751858664,1.0947166269812043,0,0,0,0
2025-08-15 03:04:11,36.28597851017878,27.73986093528673,7.809873096952863,1.1024896225643754,0,0,0,0
2025-08-15 03:04:12,36.38302385384747,27.802565053277423,7.825921261235628,1.0960722258462163,0,0,0,0
2025-08-15 03:04:13,36.46839229532044,27.908882191367,7.777856863663951,1.1338471934980652,0,0,0,0
2025-08-15 03:04:14,34.92825456063668,27.596238722958034,7.792689881260294,1.0737247278051467,0,0,0,0
2025-08-15 03:04:15,35.3437926733977,27.75422264208355,7.7969740155953495,1.075826010353474,0,0,0,0
2025-08-15 03:04:16,36.07934201257256,27.857133737936604,7.77208421595615,1.1303082376050806,0,0,0,0
2025-08-15 03:04:17,35.70680722313151,28.262316754213817,7.811826984835168,1.0986691563346533,0,0,0,0
