ID,Channel,StartTime,EndTime,Duration
id_1,channel_31,2004-12-01 20:42:15.429000+00:00,2004-12-02 02:57:15.429000+00:00,22500.0
id_1,channel_32,2004-12-01 20:42:15.429000+00:00,2004-12-16 16:52:30.429000+00:00,1282215.0
id_1,channel_33,2004-12-01 20:45:00.429000+00:00,2004-12-16 16:52:30.429000+00:00,1282050.0
id_1,channel_34,2004-12-01 20:45:00.429000+00:00,2004-12-08 22:55:45.429000+00:00,612645.0
id_1,channel_35,2004-12-01 20:45:00.429000+00:00,2004-12-08 22:55:45.429000+00:00,612645.0
id_1,channel_36,2004-12-01 20:43:45.429000+00:00,2004-12-08 22:55:45.429000+00:00,612720.0
id_1,channel_37,2004-12-01 20:43:45.429000+00:00,2004-12-08 22:55:45.429000+00:00,612720.0
id_1,channel_38,2004-12-01 20:43:45.429000+00:00,2004-12-02 02:57:15.429000+00:00,22410.0
id_1,channel_39,2004-12-01 20:45:09.429000+00:00,2004-12-02 02:57:15.429000+00:00,22326.0
id_1,channel_40,2004-12-01 20:43:45.429000+00:00,2004-12-16 16:52:30.429000+00:00,1282125.0
id_1,channel_41,2004-12-02 03:07:17.646000+00:00,2004-12-08 23:35:55.146000+00:00,592117.5
id_1,channel_42,2004-12-02 03:07:17.646000+00:00,2004-12-08 23:35:55.146000+00:00,592117.5
id_1,channel_43,2004-12-02 03:07:17.646000+00:00,2004-12-08 23:35:55.146000+00:00,592117.5
id_1,channel_44,2004-12-02 03:07:17.646000+00:00,2004-12-08 23:35:55.146000+00:00,592117.5
id_1,channel_45,2004-12-02 03:07:17.646000+00:00,2004-12-08 23:35:55.146000+00:00,592117.5
id_1,channel_46,2004-12-02 03:07:17.646000+00:00,2004-12-08 23:27:55.146000+00:00,591637.5
id_1,channel_47,2004-12-02 03:07:55.146000+00:00,2004-12-09 01:48:25.146000+00:00,600030.0
id_1,channel_48,2004-12-02 03:07:55.146000+00:00,2004-12-09 03:22:25.146000+00:00,605670.0
id_1,channel_49,2004-12-02 03:07:55.146000+00:00,2004-12-09 02:51:55.146000+00:00,603840.0
id_1,channel_50,2004-12-02 03:08:37.527000+00:00,2004-12-09 02:47:37.524000+00:00,603539.997
id_1,channel_51,2004-12-02 03:07:07.527000+00:00,2004-12-09 01:35:37.524000+00:00,599309.997
id_1,channel_52,2004-12-02 03:08:37.527000+00:00,2004-12-09 01:17:37.524000+00:00,598139.997
id_1,channel_57,2004-12-01 23:16:32.640000+00:00,2004-12-16 16:52:30.429000+00:00,1272957.789
id_1,channel_58,2004-12-01 23:16:32.640000+00:00,2004-12-16 16:52:30.429000+00:00,1272957.789
id_1,channel_59,2004-12-01 23:16:32.640000+00:00,2004-12-16 16:52:30.429000+00:00,1272957.789
id_1,channel_60,2004-12-01 23:16:32.640000+00:00,2004-12-16 16:52:30.429000+00:00,1272957.789
id_1,channel_70,2004-12-02 02:49:44.256000+00:00,2004-12-08 20:19:44.256000+00:00,581400.0
id_1,channel_71,2004-12-02 09:32:58.140000+00:00,2004-12-09 02:15:28.140000+00:00,578550.0
id_1,channel_72,2004-12-02 02:14:12.015000+00:00,2004-12-08 21:30:42.015000+00:00,587790.0
id_1,channel_73,2004-12-02 05:23:55.890000+00:00,2004-12-08 15:22:55.887000+00:00,554339.997
id_1,channel_74,2004-12-02 02:14:09.765000+00:00,2004-12-09 11:21:09.765000+00:00,637620.0
id_1,channel_75,2004-12-02 13:29:53.640000+00:00,2004-12-08 20:31:23.640000+00:00,543690.0
id_1,channel_76,2004-12-02 01:38:37.515000+00:00,2004-12-09 11:09:07.515000+00:00,639030.0
id_2,channel_14,2001-08-30 06:27:15.570000+00:00,2001-08-30 09:22:45.570000+00:00,10530.0
id_2,channel_21,2001-08-30 06:27:15.570000+00:00,2001-08-30 09:22:45.570000+00:00,10530.0
id_2,channel_29,2001-08-30 06:27:15.570000+00:00,2001-08-30 09:22:45.570000+00:00,10530.0
id_3,channel_14,2001-11-24 17:31:45.561000+00:00,2001-11-25 00:16:45.561000+00:00,24300.0
id_3,channel_21,2001-11-24 17:31:45.561000+00:00,2001-11-24 22:10:45.561000+00:00,16740.0
id_3,channel_29,2001-11-24 17:31:45.561000+00:00,2001-11-24 22:36:15.561000+00:00,18270.0
id_4,channel_14,2000-04-27 20:54:18.621000+00:00,2000-04-28 02:24:18.621000+00:00,19800.0
id_4,channel_21,2000-04-27 20:54:18.621000+00:00,2000-04-28 02:15:18.621000+00:00,19260.0
id_4,channel_29,2000-04-27 20:54:18.621000+00:00,2000-04-28 02:33:18.621000+00:00,20340.0
id_5,channel_14,2001-07-30 18:52:45.573000+00:00,2001-07-30 22:31:45.573000+00:00,13140.0
id_5,channel_21,2001-07-30 18:54:15.573000+00:00,2001-07-31 02:12:15.573000+00:00,26280.0
id_5,channel_29,2001-07-30 18:57:15.573000+00:00,2001-07-30 23:25:45.573000+00:00,16110.0
id_6,channel_14,2001-12-17 07:57:15.558000+00:00,2001-12-17 11:27:15.558000+00:00,12600.0
id_6,channel_21,2001-12-17 07:57:15.558000+00:00,2001-12-17 10:55:45.558000+00:00,10710.0
id_6,channel_29,2001-12-17 08:00:15.558000+00:00,2001-12-17 10:27:15.558000+00:00,8820.0
id_7,channel_14,2002-07-20 17:27:15.534000+00:00,2002-07-20 20:37:45.534000+00:00,11430.0
id_7,channel_21,2002-07-20 17:27:15.534000+00:00,2002-07-20 20:37:45.534000+00:00,11430.0
id_7,channel_29,2002-07-20 17:28:45.534000+00:00,2002-07-20 20:37:45.534000+00:00,11340.0
id_8,channel_14,2003-01-12 15:00:15.513000+00:00,2003-01-12 20:27:15.513000+00:00,19620.0
id_8,channel_21,2003-01-12 14:58:45.513000+00:00,2003-01-12 19:10:45.513000+00:00,15120.0
id_8,channel_29,2003-01-12 15:00:15.513000+00:00,2003-01-12 19:27:15.513000+00:00,16020.0
id_9,channel_14,2003-02-12 07:04:45.510000+00:00,2003-02-12 08:06:15.510000+00:00,3690.0
id_9,channel_21,2003-02-12 07:03:15.510000+00:00,2003-02-12 08:04:45.510000+00:00,3690.0
id_9,channel_29,2003-02-12 07:00:15.510000+00:00,2003-02-12 07:54:15.510000+00:00,3240.0
id_10,channel_12,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:35:57.414000+00:00,76617.0
id_10,channel_13,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:17:57.414000+00:00,75537.0
id_10,channel_16,2005-03-31 14:49:00.414000+00:00,2005-04-09 14:53:57.414000+00:00,777897.0
id_10,channel_17,2005-03-31 08:19:00.414000+00:00,2005-04-01 06:59:57.414000+00:00,81657.0
id_10,channel_18,2005-03-31 08:19:00.414000+00:00,2005-04-01 06:59:57.414000+00:00,81657.0
id_10,channel_19,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:35:57.414000+00:00,76617.0
id_10,channel_20,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:29:57.414000+00:00,76257.0
id_10,channel_24,2005-03-31 16:01:00.414000+00:00,2005-04-08 18:52:27.414000+00:00,701487.0
id_10,channel_25,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:59:57.414000+00:00,78057.0
id_10,channel_26,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:35:57.414000+00:00,76617.0
id_10,channel_27,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:41:57.414000+00:00,76977.0
id_10,channel_28,2005-03-31 08:19:00.414000+00:00,2005-04-01 06:11:57.414000+00:00,78777.0
id_10,channel_32,2005-03-31 15:13:00.414000+00:00,2005-04-09 15:05:57.414000+00:00,777177.0
id_10,channel_33,2005-03-31 16:07:00.414000+00:00,2005-04-09 07:22:27.414000+00:00,746127.0
id_10,channel_34,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:35:57.414000+00:00,76617.0
id_10,channel_35,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:17:57.414000+00:00,75537.0
id_10,channel_36,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:35:57.414000+00:00,76617.0
id_10,channel_37,2005-03-31 08:19:00.414000+00:00,2005-04-01 05:29:57.414000+00:00,76257.0
id_10,channel_40,2005-03-31 13:49:00.414000+00:00,2005-04-09 08:34:27.414000+00:00,758727.0
id_10,channel_41,2005-03-31 08:15:25.131000+00:00,2005-04-01 04:30:07.131000+00:00,72882.0
id_10,channel_42,2005-03-31 08:15:25.131000+00:00,2005-04-01 04:30:07.131000+00:00,72882.0
id_10,channel_43,2005-03-31 08:15:25.131000+00:00,2005-04-01 04:30:07.131000+00:00,72882.0
id_10,channel_44,2005-03-31 08:15:25.131000+00:00,2005-04-01 04:30:07.131000+00:00,72882.0
id_10,channel_45,2005-03-31 08:15:25.131000+00:00,2005-04-01 04:30:07.131000+00:00,72882.0
id_10,channel_46,2005-03-31 08:15:25.131000+00:00,2005-04-01 04:30:07.131000+00:00,72882.0
id_10,channel_47,2005-03-31 08:19:10.131000+00:00,2005-04-04 00:00:00+00:00,315649.869
id_10,channel_48,2005-03-31 08:19:10.131000+00:00,2005-04-04 00:00:00+00:00,315649.869
id_10,channel_49,2005-03-31 08:19:10.131000+00:00,2005-04-04 00:00:00+00:00,315649.869
id_10,channel_50,2005-03-31 08:18:22.509000+00:00,2005-04-04 00:00:00+00:00,315697.491
id_10,channel_51,2005-03-31 08:18:22.509000+00:00,2005-04-04 00:00:00+00:00,315697.491
id_10,channel_52,2005-03-31 08:18:22.509000+00:00,2005-04-04 00:00:00+00:00,315697.491
id_10,channel_70,2005-03-31 08:15:14.241000+00:00,2005-04-01 07:05:56.241000+00:00,82242.0
id_10,channel_71,2005-03-31 08:14:58.125000+00:00,2005-04-01 07:05:40.125000+00:00,82242.0
id_10,channel_72,2005-03-31 08:15:12+00:00,2005-04-01 07:05:54+00:00,82242.0
id_10,channel_73,2005-03-31 08:15:25.872000+00:00,2005-04-01 07:06:07.875000+00:00,82242.003
id_10,channel_74,2005-03-31 08:15:09.750000+00:00,2005-04-01 07:05:51.750000+00:00,82242.0
id_10,channel_75,2005-03-31 08:15:23.625000+00:00,2005-04-01 07:06:05.625000+00:00,82242.0
id_10,channel_76,2005-03-31 08:15:07.500000+00:00,2005-04-01 07:05:49.500000+00:00,82242.0
id_11,channel_12,2012-04-20 23:00:00.042000+00:00,2012-04-21 10:27:00.042000+00:00,41220.0
id_11,channel_13,2012-04-20 23:39:00.042000+00:00,2012-04-21 08:39:00.042000+00:00,32400.0
id_11,channel_17,2012-04-20 22:21:00.042000+00:00,2012-04-21 10:12:00.042000+00:00,42660.0
id_11,channel_18,2012-04-20 23:00:00.042000+00:00,2012-04-21 10:27:00.042000+00:00,41220.0
id_11,channel_19,2012-04-20 23:42:00.042000+00:00,2012-04-21 09:21:00.042000+00:00,34740.0
id_11,channel_20,2012-04-20 23:30:00.042000+00:00,2012-04-21 09:45:00.042000+00:00,36900.0
id_11,channel_25,2012-04-20 23:33:00.042000+00:00,2012-04-21 08:57:00.042000+00:00,33840.0
id_11,channel_26,2012-04-20 22:09:00.042000+00:00,2012-04-21 10:27:00.042000+00:00,44280.0
id_11,channel_27,2012-04-20 23:18:00.042000+00:00,2012-04-21 09:48:00.042000+00:00,37800.0
id_11,channel_27,2012-04-21 10:18:00.042000+00:00,2012-04-21 10:18:00.042000+00:00,0.0
id_11,channel_28,2012-04-20 23:21:00.042000+00:00,2012-04-21 09:57:00.042000+00:00,38160.0
id_11,channel_34,2012-04-20 23:00:00.042000+00:00,2012-04-21 09:21:00.042000+00:00,37260.0
id_11,channel_35,2012-04-20 23:00:00.042000+00:00,2012-04-21 09:03:00.042000+00:00,36180.0
id_11,channel_36,2012-04-20 23:00:00.042000+00:00,2012-04-21 09:09:00.042000+00:00,36540.0
id_11,channel_37,2012-04-20 23:00:00.042000+00:00,2012-04-21 09:21:00.042000+00:00,37260.0
id_11,channel_47,2012-04-20 23:00:09.762000+00:00,2012-04-21 10:27:09.762000+00:00,41220.0
id_11,channel_48,2012-04-20 23:00:09.762000+00:00,2012-04-21 10:27:09.762000+00:00,41220.0
id_11,channel_49,2012-04-20 23:00:09.762000+00:00,2012-04-21 10:27:09.762000+00:00,41220.0
id_11,channel_50,2012-04-20 23:00:52.140000+00:00,2012-04-21 10:27:52.140000+00:00,41220.0
id_11,channel_51,2012-04-20 23:00:52.140000+00:00,2012-04-21 10:27:52.140000+00:00,41220.0
id_11,channel_52,2012-04-20 23:00:52.140000+00:00,2012-04-21 10:27:52.140000+00:00,41220.0
id_12,channel_12,2003-12-31 02:31:45.471000+00:00,2004-01-01 10:24:15.471000+00:00,114750.0
id_12,channel_13,2003-12-31 02:03:15.471000+00:00,2004-01-01 10:03:15.471000+00:00,115200.0
id_12,channel_16,2003-12-31 12:22:45.471000+00:00,2004-01-08 12:00:00+00:00,689834.529
id_12,channel_17,2003-12-31 03:09:15.471000+00:00,2004-01-01 15:04:45.471000+00:00,129330.0
id_12,channel_18,2003-12-31 05:40:45.471000+00:00,2004-01-01 09:21:15.471000+00:00,99630.0
id_12,channel_19,2003-12-31 03:09:15.471000+00:00,2004-01-01 09:45:15.471000+00:00,110160.0
id_12,channel_20,2003-12-31 03:09:15.471000+00:00,2004-01-01 09:48:15.471000+00:00,110340.0
id_12,channel_24,2003-12-31 12:22:45.471000+00:00,2004-01-08 12:00:00+00:00,689834.529
id_12,channel_25,2003-12-31 03:09:15.471000+00:00,2004-01-01 09:51:15.471000+00:00,110520.0
id_12,channel_26,2003-12-31 03:09:15.471000+00:00,2004-01-01 11:16:45.471000+00:00,115650.0
id_12,channel_27,2003-12-31 04:10:45.471000+00:00,2004-01-01 10:04:45.471000+00:00,107640.0
id_12,channel_28,2003-12-31 03:34:45.471000+00:00,2004-01-01 09:19:45.471000+00:00,107100.0
id_12,channel_32,2003-12-31 16:51:15.471000+00:00,2004-01-08 12:00:00+00:00,673724.529
id_12,channel_33,2003-12-31 13:06:15.471000+00:00,2004-01-08 12:00:00+00:00,687224.529
id_12,channel_34,2003-12-31 03:09:15.471000+00:00,2004-01-01 10:36:15.471000+00:00,113220.0
id_12,channel_35,2003-12-31 03:09:15.471000+00:00,2004-01-01 09:54:15.471000+00:00,110700.0
id_12,channel_36,2003-12-31 04:42:15.471000+00:00,2004-01-01 10:43:45.471000+00:00,108090.0
id_12,channel_37,2003-12-31 02:55:45.471000+00:00,2004-01-01 10:51:15.471000+00:00,114930.0
id_12,channel_39,2003-12-31 19:22:45.471000+00:00,2004-01-01 15:00:15.471000+00:00,70650.0
id_12,channel_40,2003-12-31 14:39:15.471000+00:00,2004-01-08 12:00:00+00:00,681644.529
id_12,channel_41,2003-12-30 20:31:55.191000+00:00,2003-12-30 20:31:55.191000+00:00,0.0
id_12,channel_42,2003-12-30 20:31:55.191000+00:00,2003-12-30 20:31:55.191000+00:00,0.0
id_12,channel_43,2003-12-30 20:31:55.191000+00:00,2003-12-30 20:31:55.191000+00:00,0.0
id_12,channel_44,2003-12-30 20:31:55.191000+00:00,2003-12-30 20:31:55.191000+00:00,0.0
id_12,channel_45,2003-12-30 20:31:55.191000+00:00,2003-12-30 20:31:55.191000+00:00,0.0
id_12,channel_46,2003-12-30 20:31:55.191000+00:00,2003-12-30 20:31:55.191000+00:00,0.0
id_12,channel_47,2003-12-31 03:09:25.191000+00:00,2004-01-04 00:00:00+00:00,334234.809
id_12,channel_48,2003-12-31 03:09:25.191000+00:00,2004-01-04 00:00:00+00:00,334234.809
id_12,channel_49,2003-12-31 03:09:25.191000+00:00,2004-01-04 00:00:00+00:00,334234.809
id_12,channel_50,2003-12-31 03:10:07.569000+00:00,2004-01-04 00:00:00+00:00,334192.431
id_12,channel_51,2003-12-31 03:10:07.569000+00:00,2004-01-04 00:00:00+00:00,334192.431
id_12,channel_52,2003-12-31 03:10:07.569000+00:00,2004-01-04 00:00:00+00:00,334192.431
id_12,channel_57,2003-12-31 09:47:02.682000+00:00,2004-01-03 01:45:02.682000+00:00,230280.0
id_12,channel_58,2003-12-31 08:56:32.682000+00:00,2004-01-03 01:56:32.682000+00:00,234000.0
id_13,channel_12,2003-12-18 14:30:15.474000+00:00,2003-12-19 13:13:45.474000+00:00,81810.0
id_13,channel_13,2003-12-18 14:30:15.474000+00:00,2003-12-19 13:30:15.474000+00:00,82800.0
id_13,channel_16,2003-12-19 04:10:45.474000+00:00,2003-12-20 15:01:45.474000+00:00,125460.0
id_13,channel_17,2003-12-18 16:46:45.474000+00:00,2003-12-19 11:10:45.474000+00:00,66240.0
id_13,channel_18,2003-12-18 16:22:45.474000+00:00,2003-12-19 10:51:15.474000+00:00,66510.0
id_13,channel_19,2003-12-18 14:30:15.474000+00:00,2003-12-19 12:12:15.474000+00:00,78120.0
id_13,channel_20,2003-12-18 14:30:15.474000+00:00,2003-12-19 11:52:45.474000+00:00,76950.0
id_13,channel_24,2003-12-18 23:46:45.474000+00:00,2003-12-20 04:40:45.474000+00:00,104040.0
id_13,channel_25,2003-12-18 14:30:15.474000+00:00,2003-12-19 11:07:45.474000+00:00,74250.0
id_13,channel_26,2003-12-18 14:30:15.474000+00:00,2003-12-19 10:13:45.474000+00:00,71010.0
id_13,channel_27,2003-12-18 14:30:15.474000+00:00,2003-12-19 11:40:45.474000+00:00,76230.0
id_13,channel_28,2003-12-18 14:30:15.474000+00:00,2003-12-19 11:27:15.474000+00:00,75420.0
id_13,channel_32,2003-12-19 00:46:45.474000+00:00,2003-12-20 08:54:15.474000+00:00,115650.0
id_13,channel_33,2003-12-18 23:40:45.474000+00:00,2003-12-20 09:12:15.474000+00:00,120690.0
id_13,channel_34,2003-12-18 14:30:15.474000+00:00,2003-12-19 12:28:45.474000+00:00,79110.0
id_13,channel_35,2003-12-18 14:30:15.474000+00:00,2003-12-19 11:55:45.474000+00:00,77130.0
id_13,channel_36,2003-12-18 14:30:15.474000+00:00,2003-12-19 12:12:15.474000+00:00,78120.0
id_13,channel_37,2003-12-18 14:30:15.474000+00:00,2003-12-19 12:52:45.474000+00:00,80550.0
id_13,channel_40,2003-12-18 22:48:15.474000+00:00,2003-12-19 18:49:45.474000+00:00,72090.0
id_13,channel_47,2003-12-18 14:30:25.191000+00:00,2003-12-20 11:59:55.191000+00:00,163770.0
id_13,channel_48,2003-12-18 14:30:25.191000+00:00,2003-12-20 11:59:55.191000+00:00,163770.0
id_13,channel_49,2003-12-18 14:30:25.191000+00:00,2003-12-20 11:59:55.191000+00:00,163770.0
id_13,channel_50,2003-12-18 14:31:07.569000+00:00,2003-12-20 11:59:37.569000+00:00,163710.0
id_13,channel_51,2003-12-18 14:31:07.569000+00:00,2003-12-20 11:59:37.569000+00:00,163710.0
id_13,channel_52,2003-12-18 14:31:07.569000+00:00,2003-12-20 11:59:37.569000+00:00,163710.0
id_13,channel_57,2003-12-19 02:16:02.685000+00:00,2003-12-20 14:30:02.685000+00:00,130440.0
id_13,channel_58,2003-12-19 02:07:32.685000+00:00,2003-12-20 16:04:02.685000+00:00,136590.0
id_13,channel_59,2003-12-19 02:07:32.685000+00:00,2003-12-20 16:37:02.685000+00:00,138570.0
id_13,channel_60,2003-12-19 03:05:02.685000+00:00,2003-12-20 18:23:32.685000+00:00,141510.0
id_14,channel_14,2013-06-30 19:36:39.687000+00:00,2013-07-24 13:05:59.964000+00:00,2050160.277
id_14,channel_15,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_16,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_21,2013-06-30 19:36:39.687000+00:00,2013-07-24 13:05:59.964000+00:00,2050160.277
id_14,channel_22,2013-06-30 19:36:39.687000+00:00,2013-07-24 13:05:59.964000+00:00,2050160.277
id_14,channel_23,2013-06-30 19:36:39.687000+00:00,2013-07-22 02:08:59.964000+00:00,1837940.277
id_14,channel_24,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_29,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_30,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_31,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_32,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_33,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_38,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_39,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_40,2013-06-30 19:36:39.687000+00:00,2013-07-21 13:05:59.964000+00:00,1790960.277
id_14,channel_41,2013-06-30 19:36:39.687000+00:00,2013-07-20 16:49:09.684000+00:00,1717949.997
id_14,channel_42,2013-06-30 19:36:39.687000+00:00,2013-07-20 16:49:09.684000+00:00,1717949.997
id_14,channel_43,2013-06-30 19:36:39.687000+00:00,2013-07-20 16:49:09.684000+00:00,1717949.997
id_14,channel_44,2013-06-30 19:36:39.687000+00:00,2013-07-20 16:49:09.684000+00:00,1717949.997
id_14,channel_45,2013-06-30 19:36:39.687000+00:00,2013-07-20 16:49:09.684000+00:00,1717949.997
id_14,channel_46,2013-06-30 19:36:39.687000+00:00,2013-07-20 16:49:09.684000+00:00,1717949.997
id_14,channel_47,2013-06-30 19:36:39.687000+00:00,2013-07-20 19:25:39.684000+00:00,1727339.997
id_14,channel_48,2013-06-30 19:36:39.687000+00:00,2013-07-20 19:01:09.684000+00:00,1725869.997
id_14,channel_49,2013-06-30 19:36:39.687000+00:00,2013-07-20 19:21:39.684000+00:00,1727099.997
id_14,channel_50,2013-06-30 19:36:39.687000+00:00,2013-07-20 19:57:52.062000+00:00,1729272.375
id_14,channel_51,2013-06-30 19:36:39.687000+00:00,2013-07-20 20:18:52.062000+00:00,1730532.375
id_14,channel_52,2013-06-30 19:36:39.687000+00:00,2013-07-20 19:50:22.059000+00:00,1728822.372
id_15,channel_41,2007-04-25 15:00:25.035000+00:00,2007-04-25 15:02:55.035000+00:00,150.0
id_15,channel_41,2007-04-25 18:00:25.035000+00:00,2007-04-25 18:02:55.035000+00:00,150.0
id_15,channel_41,2007-04-25 21:00:25.035000+00:00,2007-04-25 21:02:55.035000+00:00,150.0
id_15,channel_41,2007-04-26 00:00:25.035000+00:00,2007-04-26 00:02:55.035000+00:00,150.0
id_15,channel_42,2007-04-25 15:00:25.035000+00:00,2007-04-25 15:02:55.035000+00:00,150.0
id_15,channel_42,2007-04-25 18:00:25.035000+00:00,2007-04-25 18:02:55.035000+00:00,150.0
id_15,channel_42,2007-04-25 21:00:25.035000+00:00,2007-04-25 21:02:55.035000+00:00,150.0
id_15,channel_42,2007-04-26 00:00:25.035000+00:00,2007-04-26 00:02:55.035000+00:00,150.0
id_15,channel_43,2007-04-25 15:00:25.035000+00:00,2007-04-25 15:02:55.035000+00:00,150.0
id_15,channel_43,2007-04-25 18:00:25.035000+00:00,2007-04-25 18:02:55.035000+00:00,150.0
id_15,channel_43,2007-04-25 21:00:25.035000+00:00,2007-04-25 21:02:55.035000+00:00,150.0
id_15,channel_43,2007-04-26 00:00:25.035000+00:00,2007-04-26 00:02:55.035000+00:00,150.0
id_15,channel_44,2007-04-25 15:00:25.035000+00:00,2007-04-25 15:02:55.035000+00:00,150.0
id_15,channel_44,2007-04-25 18:00:25.035000+00:00,2007-04-25 18:02:55.035000+00:00,150.0
id_15,channel_44,2007-04-25 21:00:25.035000+00:00,2007-04-25 21:02:55.035000+00:00,150.0
id_15,channel_44,2007-04-26 00:00:25.035000+00:00,2007-04-26 00:02:55.035000+00:00,150.0
id_15,channel_45,2007-04-25 15:00:25.035000+00:00,2007-04-25 15:02:55.035000+00:00,150.0
id_15,channel_45,2007-04-25 18:00:25.035000+00:00,2007-04-25 18:02:55.035000+00:00,150.0
id_15,channel_45,2007-04-25 21:00:25.035000+00:00,2007-04-25 21:02:55.035000+00:00,150.0
id_15,channel_45,2007-04-26 00:00:25.035000+00:00,2007-04-26 00:02:55.035000+00:00,150.0
id_15,channel_46,2007-04-25 15:00:25.035000+00:00,2007-04-25 15:02:55.035000+00:00,150.0
id_15,channel_46,2007-04-25 18:00:25.035000+00:00,2007-04-25 18:02:55.035000+00:00,150.0
id_15,channel_46,2007-04-25 21:00:25.035000+00:00,2007-04-25 21:02:55.035000+00:00,150.0
id_15,channel_46,2007-04-26 00:00:25.035000+00:00,2007-04-26 00:02:55.035000+00:00,150.0
id_15,channel_47,2007-04-25 21:01:55.035000+00:00,2007-04-25 21:13:25.035000+00:00,690.0
id_15,channel_47,2007-04-26 00:01:25.035000+00:00,2007-04-26 00:17:55.035000+00:00,990.0
id_15,channel_48,2007-04-25 21:02:25.035000+00:00,2007-04-25 21:12:55.035000+00:00,630.0
id_15,channel_48,2007-04-26 00:01:55.035000+00:00,2007-04-26 00:11:25.035000+00:00,570.0
id_15,channel_49,2007-04-25 21:02:25.035000+00:00,2007-04-25 21:11:25.035000+00:00,540.0
id_15,channel_49,2007-04-26 00:02:25.035000+00:00,2007-04-26 00:12:55.035000+00:00,630.0
id_15,channel_50,2007-04-25 21:02:07.410000+00:00,2007-04-25 21:09:37.413000+00:00,450.003
id_15,channel_50,2007-04-26 00:02:07.410000+00:00,2007-04-26 00:11:07.410000+00:00,540.0
id_15,channel_51,2007-04-25 21:00:37.413000+00:00,2007-04-25 21:12:37.413000+00:00,720.0
id_15,channel_51,2007-04-26 00:03:37.413000+00:00,2007-04-26 00:11:07.410000+00:00,449.997
