type,timestamp,subsystem,value,flag,score,detail
anomaly,2025-01-01 00:00:36,EPS,1.886703141841633,0,0.3503741593703023,
anomaly,2025-01-01 00:00:37,EPS,1.3602113608864859,0,0.25260090025150395,
anomaly,2025-01-01 00:00:38,EPS,1.5798251981821587,0,0.2933847479708907,
anomaly,2025-01-01 00:00:39,EPS,0.5797895540394833,0,0.10767103372180528,
anomaly,2025-01-01 00:00:40,EPS,0.8407376053028998,0,0.15613093823624455,
anomaly,2025-01-01 00:00:41,EPS,0.24287098623350284,0,0.04510286528379706,
anomaly,2025-01-01 00:00:42,EPS,1.8724438367827838,0,0.34772610525283143,
anomaly,2025-01-01 00:00:43,EPS,0.6174888658197185,0,0.11467206339144664,
anomaly,2025-01-01 00:00:44,EPS,1.2153195778026384,0,0.22569346814317892,
anomaly,2025-01-01 00:00:45,EPS,0.6178749829174789,0,0.1147437680759548,
anomaly,2025-01-01 00:00:46,EPS,0.5512984694055656,0,0.10238003716449157,
anomaly,2025-01-01 00:00:47,EPS,0.8532222876082869,0,0.158449432317664,
anomaly,2025-01-01 00:00:48,EPS,1.4689102202860165,0,0.27278704964724076,
anomaly,2025-01-01 00:00:49,EPS,0.9439374205285439,0,0.17529587611383815,
anomaly,2025-01-01 00:00:50,EPS,1.2596021565227389,0,0.23391705719103495,
anomaly,2025-01-01 00:00:51,EPS,0.9304324033165597,0,0.17278789860111105,
anomaly,2025-01-01 00:00:52,EPS,1.7426054768851962,0,0.3236142006324094,
anomaly,2025-01-01 00:00:53,EPS,0.7557087742108731,0,0.14034048103319563,
anomaly,2025-01-01 00:00:54,EPS,1.492238124505707,0,0.2771192069694927,
anomaly,2025-01-01 00:00:55,EPS,0.7070490269716392,0,0.13130402073585593,
anomaly,2025-01-01 00:00:56,EPS,0.981529310085026,0,0.1822769567143809,
anomaly,2025-01-01 00:00:57,EPS,0.9331044357320336,0,0.17328411397841095,
anomaly,2025-01-01 00:00:58,EPS,0.4591957091158499,0,0.08527590112076078,
anomaly,2025-01-01 00:00:59,EPS,1.0713911393099655,0,0.19896493596024822,
anomaly,2025-01-01 00:01:00,EPS,1.9393381130301186,0,0.3601488469587506,
anomaly,2025-01-01 00:01:01,EPS,0.25343336696065893,0,0.0470643743236421,
anomaly,2025-01-01 00:01:02,EPS,2.795889971625137,0,0.5192166042315536,
anomaly,2025-01-01 00:01:03,EPS,0.8912372454942687,0,0.1655090797086134,
anomaly,2025-01-01 00:01:04,EPS,0.2579831416911168,0,0.04790929977118886,
anomaly,2025-01-01 00:01:05,EPS,1.0995938282365805,0,0.2042023753885832,
anomaly,2025-01-01 00:01:06,EPS,1.3178577695192164,0,0.24473553784100027,
anomaly,2025-01-01 00:01:07,EPS,1.2119238244173878,0,0.22506285264707884,
anomaly,2025-01-01 00:01:08,EPS,0.4940602060460867,0,0.09175048556008937,
anomaly,2025-01-01 00:01:09,EPS,0.5202801819858273,0,0.09661972111965324,
anomaly,2025-01-01 00:01:10,EPS,1.3299869378765974,0,0.24698801045994656,
anomaly,2025-01-01 00:01:11,EPS,2.098686391247792,0,0.3897409527805094,
anomaly,2025-01-01 00:01:12,EPS,1.3585779429812135,0,0.25229756295759265,
anomaly,2025-01-01 00:01:13,EPS,1.3530295348864902,0,0.251267184209119,
anomaly,2025-01-01 00:01:14,EPS,1.5620568634292455,0,0.2900850421430914,
anomaly,2025-01-01 00:01:15,EPS,0.5037374961376543,0,0.09354762698929474,
anomaly,2025-01-01 00:01:16,EPS,0.5960493077882305,0,0.11069058535393142,
anomaly,2025-01-01 00:01:17,EPS,0.4589980494556119,0,0.08523919431948322,
anomaly,2025-01-01 00:01:18,EPS,2.7478254457325013,0,0.5102906807613006,
anomaly,2025-01-01 00:01:19,EPS,0.988221267269264,0,0.18351970064211973,
anomaly,2025-01-01 00:01:20,EPS,0.22281336415609448,0,0.04137802255762267,
anomaly,2025-01-01 00:01:21,EPS,0.7995703010240521,0,0.14848587775462405,
anomaly,2025-01-01 00:01:22,EPS,1.5524363160592176,0,0.2882984382398587,
anomaly,2025-01-01 00:01:23,EPS,1.1136062895737244,0,0.20680458887560713,
anomaly,2025-01-01 00:01:24,EPS,1.9684757336231584,0,0.3655599098307676,
anomaly,2025-01-01 00:01:25,EPS,1.6960814390342813,0,0.31497435672108004,
anomaly,2025-01-01 00:01:26,EPS,0.4237745882952435,0,0.07869794767581145,
anomaly,2025-01-01 00:01:27,EPS,0.7978317360378875,0,0.14816301390178524,
anomaly,2025-01-01 00:01:28,EPS,1.7215676495258379,0,0.31970732683093916,
anomaly,2025-01-01 00:01:29,EPS,0.9581331124624581,0,0.1779321168226812,
anomaly,2025-01-01 00:01:30,EPS,1.5924312256660043,0,0.2957257767128792,
anomaly,2025-01-01 00:01:31,EPS,2.188647156545996,0,0.4064473051571214,
anomaly,2025-01-01 00:01:32,EPS,1.126570295821764,0,0.20921209681392244,
anomaly,2025-01-01 00:01:33,EPS,1.3407024847303637,0,0.24897796353619825,
anomaly,2025-01-01 00:01:34,EPS,1.517993058142094,0,0.28190208087390495,
anomaly,2025-01-01 00:01:35,EPS,0.6074968673893852,0,0.11281647839091492,
anomaly,2025-01-01 00:01:36,EPS,1.6502545664902577,0,0.3064639813535438,
anomaly,2025-01-01 00:01:37,EPS,1.5457722777105602,0,0.28706087903796795,
anomaly,2025-01-01 00:01:38,EPS,1.3144767843068097,0,0.24410766489937571,
anomaly,2025-01-01 00:01:39,EPS,1.2032179757542998,0,0.2234461147834014,
anomaly,2025-01-01 00:01:40,EPS,0.9976565171600845,0,0.18527189348880047,
anomaly,2025-01-01 00:01:41,EPS,1.8475585017654506,0,0.34310472198167435,
anomaly,2025-01-01 00:01:42,EPS,1.2429974844898182,0,0.23083345178638434,
anomaly,2025-01-01 00:01:43,EPS,0.608412154511388,0,0.11298645370332212,
anomaly,2025-01-01 00:01:44,EPS,0.7800522573491442,0,0.14486123856603741,
anomaly,2025-01-01 00:01:45,EPS,1.0072067702787304,0,0.18704544325082234,
anomaly,2025-01-01 00:01:46,EPS,1.730792113592568,0,0.3214203752545864,
anomaly,2025-01-01 00:01:47,EPS,0.7356168593435044,0,0.1366092698926224,
anomaly,2025-01-01 00:01:48,EPS,0.5722402765738172,0,0.10626907933522167,
anomaly,2025-01-01 00:01:49,EPS,0.7198671728472037,0,0.13368444136814095,
anomaly,2025-01-01 00:01:50,EPS,0.9525309389523836,0,0.17689175345511773,
anomaly,2025-01-01 00:01:51,EPS,1.065958357805495,0,0.19795602988994118,
anomaly,2025-01-01 00:01:52,EPS,0.843954323451871,0,0.15672830561873424,
anomaly,2025-01-01 00:01:53,EPS,1.3541034957959626,0,0.2514666263696306,
anomaly,2025-01-01 00:01:54,EPS,1.3030291918057237,0,0.24198176575264155,
anomaly,2025-01-01 00:01:55,EPS,0.7966599501864121,0,0.14794540495548755,
anomaly,2025-01-01 00:01:56,EPS,0.6692395907589619,0,0.12428254017779056,
anomaly,2025-01-01 00:01:57,EPS,1.4510984347041458,0,0.26947927469222566,
anomaly,2025-01-01 00:01:58,EPS,0.2919383706110104,0,0.0542150266898503,
anomaly,2025-01-01 00:01:59,EPS,0.7447880952229285,0,0.13831243346423938,
anomaly,2025-01-01 00:02:00,EPS,1.5563479616794385,0,0.28902485858418564,
anomaly,2025-01-01 00:02:01,EPS,1.8077140716946944,0,0.33570532862612873,
anomaly,2025-01-01 00:02:02,EPS,1.085971176778906,0,0.20167255236183068,
anomaly,2025-01-01 00:02:03,EPS,2.4750504115785397,0,0.45963442161307566,
anomaly,2025-01-01 00:02:04,EPS,1.2987885929242136,0,0.2411942564538096,
anomaly,2025-01-01 00:02:05,EPS,1.6148039078865597,0,0.2998805425327074,
anomaly,2025-01-01 00:02:06,EPS,2.308590979624052,0,0.42872172408961584,
anomaly,2025-01-01 00:02:07,EPS,1.9709457639119998,0,0.3660186119799712,
anomaly,2025-01-01 00:02:08,EPS,1.5228236174856509,0,0.28279915001623707,
anomaly,2025-01-01 00:02:09,EPS,1.9250540199348798,0,0.35749618952705403,
anomaly,2025-01-01 00:02:10,EPS,2.4785860089608147,0,0.4602910071315994,
anomaly,2025-01-01 00:02:11,EPS,1.469043733950455,0,0.2728118440819903,
anomaly,2025-01-01 00:02:12,EPS,2.0260942205613404,0,0.3762600716513752,
anomaly,2025-01-01 00:02:13,EPS,1.0629531934533192,0,0.19739794954846498,
anomaly,2025-01-01 00:02:14,EPS,1.8797758399415443,0,0.34908771025908775,
anomaly,2025-01-01 00:02:15,EPS,0.39495183126433764,0,0.07334535720120154,
anomaly,2025-01-01 00:02:16,EPS,1.666673186720629,0,0.309513035618446,
anomaly,2025-01-01 00:02:17,EPS,1.3218481039989751,0,0.24547657126483138,
anomaly,2025-01-01 00:02:18,EPS,1.3585253642096429,0,0.25228779870667195,
anomaly,2025-01-01 00:02:19,EPS,1.6857260359864938,0,0.31305128490477535,
anomaly,2025-01-01 00:02:20,EPS,1.1929630383069745,0,0.22154170014189378,
anomaly,2025-01-01 00:02:21,EPS,0.9581974404698126,0,0.17794406299004634,
anomaly,2025-01-01 00:02:22,EPS,1.6197512578000046,0,0.3007993005124826,
anomaly,2025-01-01 00:02:23,EPS,1.7717846269921655,0,0.32903297582981,
anomaly,2025-01-01 00:02:24,EPS,2.3183957832423703,0,0.4305425456854319,
anomaly,2025-01-01 00:02:25,EPS,0.6058524175806651,0,0.11251109239426335,
anomaly,2025-01-01 00:02:26,EPS,2.1383617295831745,0,0.3971089446011107,
anomaly,2025-01-01 00:02:27,EPS,1.9744813612849827,0,0.36667519749676936,
anomaly,2025-01-01 00:02:28,EPS,1.0214624155219083,0,0.18969281771455712,
anomaly,2025-01-01 00:02:29,EPS,0.4104291868281138,0,0.07621961193935818,
anomaly,2025-01-01 00:02:30,EPS,0.34106179492820893,0,0.06333759511030074,
anomaly,2025-01-01 00:02:31,EPS,1.7939540905692017,0,0.333150002505725,
anomaly,2025-01-01 00:02:32,EPS,1.5465039383805854,0,0.28719675361543545,
anomaly,2025-01-01 00:02:33,EPS,0.6277339621299631,0,0.1165746504639767,
anomaly,2025-01-01 00:02:34,EPS,0.7799477070240199,0,0.14484182282888994,
anomaly,2025-01-01 00:02:35,EPS,1.4286453376446266,0,0.2653095752662684,
anomaly,2025-01-01 00:02:36,EPS,1.9422872484100677,0,0.3606965223225655,
anomaly,2025-01-01 00:02:37,EPS,1.1943705227786905,0,0.22180307999422333,
anomaly,2025-01-01 00:02:38,EPS,0.7142809450934332,0,0.13264703924065635,
anomaly,2025-01-01 00:02:39,EPS,1.5182613491617474,0,0.28195190441974693,
anomaly,2025-01-01 00:02:40,EPS,0.6079240768970008,0,0.11289581422747885,
anomaly,2025-01-01 00:02:41,EPS,2.68967449005275,0,0.49949163571758226,
anomaly,2025-01-01 00:02:42,EPS,1.9486505619501435,0,0.3618782347938965,
anomaly,2025-01-01 00:02:43,EPS,0.7969049810735641,0,0.14799090892969616,
anomaly,2025-01-01 00:02:44,EPS,1.8734482457765966,0,0.34791263112914267,
anomaly,2025-01-01 00:02:45,EPS,1.5676837522658942,0,0.29112999532215195,
anomaly,2025-01-01 00:02:46,EPS,2.074616890466965,0,0.38527107571531655,
anomaly,2025-01-01 00:02:47,EPS,2.3828049641947207,0,0.44250378756362224,
anomaly,2025-01-01 00:02:48,EPS,1.7935771425934175,0,0.33308000059222165,
anomaly,2025-01-01 00:02:49,EPS,1.093177640129264,0,0.20301084373497694,
anomaly,2025-01-01 00:02:50,EPS,0.7836146964335787,0,0.1455228087790908,
anomaly,2025-01-01 00:02:51,EPS,1.9699059742546443,0,0.3658255156634186,
anomaly,2025-01-01 00:02:52,EPS,1.823508948429662,0,0.3386385492985499,
anomaly,2025-01-01 00:02:53,EPS,1.390183904139833,0,0.2581670141852152,
anomaly,2025-01-01 00:02:54,EPS,2.608721098492159,0,0.4844580165502709,
anomaly,2025-01-01 00:02:55,EPS,2.0577794832320877,0,0.38214424973243455,
anomaly,2025-01-01 00:02:56,EPS,0.9989577910292511,0,0.1855135492786852,
anomaly,2025-01-01 00:02:57,EPS,1.634448737372511,0,0.30352872674593473,
anomaly,2025-01-01 00:02:58,EPS,2.4530811914929362,0,0.45555458157422307,
anomaly,2025-01-01 00:02:59,EPS,2.0512912048172183,0,0.38093933039724365,
anomaly,2025-01-01 00:03:00,EPS,1.0620553876441465,0,0.19723122063987814,
anomaly,2025-01-01 00:03:01,EPS,0.7598898932676105,0,0.14111694450656512,
anomaly,2025-01-01 00:03:02,EPS,2.388365297697522,0,0.44353638094498526,
anomaly,2025-01-01 00:03:03,EPS,2.325134046200235,0,0.43179388892386705,
anomaly,2025-01-01 00:03:04,EPS,0.8782346019462046,0,0.16309439654955654,
anomaly,2025-01-01 00:03:05,EPS,0.5427060063632579,0,0.1007843558150503,
anomaly,2025-01-01 00:03:06,EPS,0.41470505411375974,0,0.07701367083106322,
anomaly,2025-01-01 00:03:07,EPS,2.1416825728906845,0,0.3977256487642964,
anomaly,2025-01-01 00:03:08,EPS,1.058163494740557,0,0.1965084685151727,
anomaly,2025-01-01 00:03:09,EPS,1.0553429370440546,0,0.19598467093941693,
anomaly,2025-01-01 00:03:10,EPS,1.0201759374789972,0,0.18945390961458258,
anomaly,2025-01-01 00:03:11,EPS,0.5426788385665935,0,0.10077931056245748,
anomaly,2025-01-01 00:03:12,EPS,1.4820919718745784,0,0.2752349944401679,
anomaly,2025-01-01 00:03:13,EPS,1.961478767366074,0,0.3642605235541988,
anomaly,2025-01-01 00:03:14,EPS,1.2394417792568384,0,0.23017313209732196,
anomaly,2025-01-01 00:03:15,EPS,0.6962108682375415,0,0.12929129776351028,
anomaly,2025-01-01 00:03:16,EPS,1.8420050127735133,0,0.3420733996745397,
anomaly,2025-01-01 00:03:17,EPS,1.365273586294288,0,0.25354099142560904,
anomaly,2025-01-01 00:03:18,EPS,1.1618376650842155,0,0.2157614975036737,
anomaly,2025-01-01 00:03:19,EPS,1.9757373501079751,0,0.36690844353228763,
anomaly,2025-01-01 00:00:00,ADCS,0.0,0,0.0,
anomaly,2025-01-01 00:00:01,ADCS,0.0,0,0.0,
anomaly,2025-01-01 00:00:02,ADCS,0.0,0,0.0,
anomaly,2025-01-01 00:00:03,ADCS,0.0,0,0.0,
anomaly,2025-01-01 00:00:04,ADCS,0.0,0,0.0,
anomaly,2025-01-01 00:00:05,ADCS,0.0,0,0.0,
anomaly,2025-01-01 00:00:06,ADCS,0.0,0,0.0,
anomaly,2025-01-01 00:00:07,ADCS,0.0,0,0.0,
anomaly,2025-01-01 00:00:08,ADCS,0.0,0,0.0,
anomaly,2025-01-01 00:00:09,ADCS,1.213323507373579,0,0.4422085186696533,
anomaly,2025-01-01 00:00:10,ADCS,0.3333414200448061,0,0.121489787903587,
anomaly,2025-01-01 00:00:11,ADCS,0.534910800534103,0,0.19495386950559873,
anomaly,2025-01-01 00:00:12,ADCS,1.9224908062930846,0,0.7006720025124643,
anomaly,2025-01-01 00:00:13,ADCS,1.1031439239774568,0,0.4020524102079409,
anomaly,2025-01-01 00:00:14,ADCS,1.7323873798799556,0,0.6313868085165553,
anomaly,2025-01-01 00:00:15,ADCS,1.8232080457193414,0,0.6644873557830978,
anomaly,2025-01-01 00:00:16,ADCS,0.3192447534715692,0,0.11635210944796652,
anomaly,2025-01-01 00:00:17,ADCS,1.0401417863703524,0,0.37909061825802093,
anomaly,2025-01-01 00:00:18,ADCS,0.16366557068230275,0,0.05964963929967005,
anomaly,2025-01-01 00:00:19,ADCS,1.21294586497221,0,0.44207088292297786,
anomaly,2025-01-01 00:00:20,ADCS,0.9600237841391743,0,0.34989076935530555,
anomaly,2025-01-01 00:00:21,ADCS,1.5637225100647731,0,0.569915122046034,
anomaly,2025-01-01 00:00:22,ADCS,2.2668994170345393,0,0.8261953445127599,
anomaly,2025-01-01 00:00:23,ADCS,0.9055576848249712,0,0.3300400263761438,
anomaly,2025-01-01 00:00:24,ADCS,1.0843101322831061,0,0.3951882366586129,
anomaly,2025-01-01 00:00:25,ADCS,1.3454499057631621,0,0.49036337477681713,
anomaly,2025-01-01 00:00:26,ADCS,1.399933792541191,0,0.5102206005843272,
anomaly,2025-01-01 00:00:27,ADCS,0.8468767793723679,0,0.3086531529522862,
anomaly,2025-01-01 00:00:28,ADCS,0.7160687659399153,0,0.2609787961145967,
anomaly,2025-01-01 00:00:29,ADCS,0.7289398703006807,0,0.2656698055267008,
anomaly,2025-01-01 00:00:30,ADCS,1.7949634973486936,0,0.6541933329445278,
anomaly,2025-01-01 00:00:31,ADCS,1.124368841649039,0,0.40978805477873864,
anomaly,2025-01-01 00:00:32,ADCS,1.1711352708532567,0,0.42683257197154606,
anomaly,2025-01-01 00:00:33,ADCS,0.895193211236703,0,0.3262625849234681,
anomaly,2025-01-01 00:00:34,ADCS,1.1548410189725284,0,0.42089396042794847,
anomaly,2025-01-01 00:00:35,ADCS,1.655811935880072,0,0.6034780822354997,
anomaly,2025-01-01 00:00:36,ADCS,1.5441673448752928,0,0.5627880363362227,
anomaly,2025-01-01 00:00:37,ADCS,1.156809447612358,0,0.42161137495724427,
anomaly,2025-01-01 00:00:38,ADCS,1.321060114912099,0,0.48147425887543827,
anomaly,2025-01-01 00:00:39,ADCS,1.2809223681366113,0,0.46684563473978047,
anomaly,2025-01-01 00:00:40,ADCS,0.40736216593240576,0,0.14846742757747158,
anomaly,2025-01-01 00:00:41,ADCS,1.3749955179543687,0,0.5011315840143875,
anomaly,2025-01-01 00:00:42,ADCS,1.3160412117169193,0,0.4796450667978109,
anomaly,2025-01-01 00:00:43,ADCS,1.4437713012593678,0,0.5261976418883364,
anomaly,2025-01-01 00:00:44,ADCS,0.3077852684200069,0,0.11217557954594747,
anomaly,2025-01-01 00:00:45,ADCS,0.4449842914691208,0,0.16217920708367056,
anomaly,2025-01-01 00:00:46,ADCS,2.3669011129972732,0,0.862642014809174,
anomaly,2025-01-01 00:00:47,ADCS,2.472378459172674,0,0.9010843434395621,
anomaly,2025-01-01 00:00:48,ADCS,0.8316694567653931,0,0.30311068421901427,
anomaly,2025-01-01 00:00:49,ADCS,0.7060305785761959,0,0.2573202731095924,
anomaly,2025-01-01 00:00:50,ADCS,1.5669828655464961,0,0.5711033929063177,
anomaly,2025-01-01 00:00:51,ADCS,0.9149050055433469,0,0.3334467557630577,
anomaly,2025-01-01 00:00:52,ADCS,0.7860762192548476,0,0.2864937490831122,
anomaly,2025-01-01 00:00:53,ADCS,1.1863754734975296,0,0.43238702418037006,
anomaly,2025-01-01 00:00:54,ADCS,2.116804271284236,0,0.771491589365526,
anomaly,2025-01-01 00:00:55,ADCS,0.7411022517006304,0,0.2701025133986592,
anomaly,2025-01-01 00:00:56,ADCS,1.0065630970227815,0,0.3668525116153826,
anomaly,2025-01-01 00:00:57,ADCS,0.40298325069915836,0,0.14687148584642748,
anomaly,2025-01-01 00:00:58,ADCS,0.7060349773857301,0,0.2573218763020107,
anomaly,2025-01-01 00:00:59,ADCS,0.5874363690663443,0,0.21409736562330164,
anomaly,2025-01-01 00:01:00,ADCS,0.5819078467592105,0,0.21208243749818698,
anomaly,2025-01-01 00:01:01,ADCS,1.724607126980499,0,0.6285512134846981,
anomaly,2025-01-01 00:01:02,ADCS,1.54470598954571,0,0.5629843510538943,
anomaly,2025-01-01 00:01:03,ADCS,1.7280556498247552,0,0.6298080639201257,
anomaly,2025-01-01 00:01:04,ADCS,0.7707614628200302,0,0.28091212496088047,
anomaly,2025-01-01 00:01:05,ADCS,0.5355822848543443,0,0.19519859903136766,
anomaly,2025-01-01 00:01:06,ADCS,0.23480027022760674,0,0.0855754290175597,
anomaly,2025-01-01 00:01:07,ADCS,1.363173863305787,0,0.49682305759204076,
anomaly,2025-01-01 00:01:08,ADCS,2.42717099881767,0,0.8846080088470863,
anomaly,2025-01-01 00:01:09,ADCS,1.877379379228622,0,0.6842306682631741,
anomaly,2025-01-01 00:01:10,ADCS,1.1015023045576573,0,0.4014541047375225,
anomaly,2025-01-01 00:01:11,ADCS,1.8208899050006844,0,0.6636424850070555,
anomaly,2025-01-01 00:01:12,ADCS,1.5323316150208945,0,0.5584743800570189,
anomaly,2025-01-01 00:01:13,ADCS,0.8526454289597847,0,0.31075559799128305,
anomaly,2025-01-01 00:01:14,ADCS,1.2242679603612323,0,0.44619733971689085,
anomaly,2025-01-01 00:01:15,ADCS,1.6686107744767362,0,0.6081427536295075,
anomaly,2025-01-01 00:01:16,ADCS,0.9117342681712192,0,0.3322911471657643,
anomaly,2025-01-01 00:01:17,ADCS,1.6275956670599194,0,0.5931943661766608,
anomaly,2025-01-01 00:01:18,ADCS,0.892765195759928,0,0.32537766913574395,
anomaly,2025-01-01 00:01:19,ADCS,1.160678840806713,0,0.42302161602009986,
anomaly,2025-01-01 00:01:20,ADCS,2.2811596832424446,0,0.831392648576606,
anomaly,2025-01-01 00:01:21,ADCS,0.9268882677047939,0,0.33781418174387823,
anomaly,2025-01-01 00:01:22,ADCS,0.5977756412035307,0,0.2178656221419647,
anomaly,2025-01-01 00:01:23,ADCS,0.9315564578810789,0,0.33951555277161977,
anomaly,2025-01-01 00:01:24,ADCS,0.9653189524114457,0,0.35182064914709854,
anomaly,2025-01-01 00:01:25,ADCS,1.7000074976859783,0,0.6195856197547126,
anomaly,2025-01-01 00:01:26,ADCS,0.46054730795317717,0,0.16785131219300228,
anomaly,2025-01-01 00:01:27,ADCS,0.502169542482867,0,0.18302097351023577,
anomaly,2025-01-01 00:01:28,ADCS,0.7547477212635518,0,0.27507574835644316,
anomaly,2025-01-01 00:01:29,ADCS,0.9474162829548639,0,0.3452958328944534,
anomaly,2025-01-01 00:01:30,ADCS,0.6296448210511342,0,0.22948068006013816,
anomaly,2025-01-01 00:01:31,ADCS,1.1957517840393244,0,0.43580431921345564,
anomaly,2025-01-01 00:01:32,ADCS,0.8832704068953745,0,0.3219171934313179,
anomaly,2025-01-01 00:01:33,ADCS,0.9164085415926487,0,0.3339947352962058,
anomaly,2025-01-01 00:01:34,ADCS,1.1053845774982,0,0.40286903995939494,
anomaly,2025-01-01 00:01:35,ADCS,0.3316782956591986,0,0.12088364472210783,
anomaly,2025-01-01 00:01:36,ADCS,0.4958901826470079,0,0.1807323947475777,
anomaly,2025-01-01 00:01:37,ADCS,1.0883784541231944,0,0.39667097935950324,
anomaly,2025-01-01 00:01:38,ADCS,0.9431993665167068,0,0.3437589333288069,
anomaly,2025-01-01 00:01:39,ADCS,1.1996515202671407,0,0.43722561911412106,
anomaly,2025-01-01 00:01:40,ADCS,0.457826226517963,0,0.16685958543312912,
anomaly,2025-01-01 00:01:41,ADCS,1.0684836262647244,0,0.38942010001609906,
anomaly,2025-01-01 00:01:42,ADCS,0.62103081331323,0,0.2263412143047659,
anomaly,2025-01-01 00:01:43,ADCS,1.3053583394055073,0,0.475751581580342,
anomaly,2025-01-01 00:01:44,ADCS,1.4035650000595066,0,0.5115440323713963,
anomaly,2025-01-01 00:01:45,ADCS,0.6383259779006111,0,0.23264461901575598,
anomaly,2025-01-01 00:01:46,ADCS,1.7303214172422476,0,0.6306338466954946,
anomaly,2025-01-01 00:01:47,ADCS,1.7071315117479013,0,0.6221820416373843,
anomaly,2025-01-01 00:01:48,ADCS,1.9058172758306389,0,0.6945951588990477,
anomaly,2025-01-01 00:01:49,ADCS,1.9400786907912224,0,0.7070820920748845,
anomaly,2025-01-01 00:01:50,ADCS,0.7006907033847456,0,0.2553740994107051,
anomaly,2025-01-01 00:01:51,ADCS,0.15173353990541627,0,0.05530088513600158,
anomaly,2025-01-01 00:01:52,ADCS,0.44263257419400215,0,0.1613220989783383,
anomaly,2025-01-01 00:01:53,ADCS,1.2934001683725396,0,0.47139330032530086,
anomaly,2025-01-01 00:01:54,ADCS,0.49202631222234405,0,0.17932416651624583,
anomaly,2025-01-01 00:01:55,ADCS,1.1870718396968818,0,0.4326408221687843,
anomaly,2025-01-01 00:01:56,ADCS,0.23893116944886347,0,0.08708097870344667,
anomaly,2025-01-01 00:01:57,ADCS,0.2268671651565443,0,0.08268412540347328,
anomaly,2025-01-01 00:01:58,ADCS,0.9367514903477245,0,0.3414089370154386,
anomaly,2025-01-01 00:01:59,ADCS,0.21211190963811555,0,0.07730641727720386,
anomaly,2025-01-01 00:02:00,ADCS,0.7523428864356339,0,0.2741992810000983,
anomaly,2025-01-01 00:02:01,ADCS,1.6241385851758903,0,0.591934396309131,
anomaly,2025-01-01 00:02:02,ADCS,1.2007433751619896,0,0.43762355711888157,
anomaly,2025-01-01 00:02:03,ADCS,1.2094710591370386,0,0.44080445337496554,
anomaly,2025-01-01 00:02:04,ADCS,0.9594144068207477,0,0.34966867537982854,
anomaly,2025-01-01 00:02:05,ADCS,2.112938479764141,0,0.7700826609707507,
anomaly,2025-01-01 00:02:06,ADCS,1.0020249335506737,0,0.36519853018809983,
