id,channel,category,start,end,test_samples,detected
id_159,channel_29,Rare Event,2011-06-09 03:06:00.093000,2011-06-20 00:00:00,10436,False
id_51,channel_29,Rare Event,2011-08-14 23:31:30.084000,2011-08-15 06:27:00.084000,278,False
id_161,channel_29,Anomaly,2011-08-16 14:55:30.084000,2011-08-16 19:31:30.084000,185,False
id_162,channel_29,Anomaly,2011-09-17 16:06:00.078000,2011-09-17 18:24:00.078000,93,False
id_164,channel_29,Rare Event,2011-11-24 17:19:30.066000,2011-11-24 20:51:00.066000,142,False
id_169,channel_29,Rare Event,2012-06-20 22:46:30.033000,2012-06-26 00:00:00,4849,False
id_171,channel_29,Anomaly,2012-07-14 08:09:00.030000,2012-07-16 02:40:30.030000,1702,False
id_46,channel_29,Anomaly,2012-09-17 03:21:00.018000,2012-09-20 14:40:30.018000,3334,False
id_175,channel_29,Rare Event,2012-12-06 12:46:30.006000,2012-12-08 00:00:00,1409,False
id_178,channel_29,Anomaly,2013-04-25 01:16:29.982000,2013-04-25 06:10:29.982000,197,False
id_14,channel_29,Rare Event,2013-06-30 19:36:39.687000,2013-07-21 13:05:59.964000,19900,True
id_179,channel_29,Anomaly,2013-07-23 21:38:59.964000,2013-07-23 23:22:29.964000,70,True
id_180,channel_29,Rare Event,2013-08-12 01:58:29.964000,2013-08-29 00:00:00,16242,True
id_181,channel_29,Anomaly,2013-08-27 17:32:59.961000,2013-08-30 01:02:59.961000,2221,True
id_182,channel_29,Rare Event,2013-09-12 02:05:59.958000,2013-09-19 00:00:00,6637,True
id_188,channel_29,Anomaly,2013-11-23 06:52:29.946000,2013-11-23 09:13:29.946000,95,True
id_189,channel_29,Anomaly,2013-12-04 17:56:59.943000,2013-12-06 06:44:59.943000,1473,True
id_154,channel_30,Rare Event,2011-02-23 21:16:30.108000,2011-03-04 00:00:00,7789,False
id_155,channel_30,Rare Event,2011-04-22 00:21:00.102000,2011-04-29 23:58:30.099000,7666,False
id_159,channel_30,Rare Event,2011-06-09 03:21:00.093000,2011-06-20 00:00:00,10426,False
id_164,channel_30,Rare Event,2011-11-24 19:10:30.066000,2011-11-27 21:28:30.066000,2973,False
id_169,channel_30,Rare Event,2012-06-20 22:58:30.033000,2012-06-26 00:00:00,4841,False
id_175,channel_30,Rare Event,2012-12-06 12:07:30.006000,2012-12-08 00:00:00,1435,False
id_14,channel_30,Rare Event,2013-06-30 19:36:39.687000,2013-07-21 13:05:59.964000,19900,True
id_180,channel_30,Rare Event,2013-08-11 21:31:29.964000,2013-08-29 00:00:00,16420,True
id_182,channel_30,Rare Event,2013-09-12 02:19:29.958000,2013-09-19 00:00:00,6628,True
id_154,channel_31,Rare Event,2011-02-23 19:48:00.108000,2011-03-04 00:00:00,7848,False
id_155,channel_31,Rare Event,2011-04-22 00:10:30.102000,2011-05-02 23:58:30.099000,10553,False
id_159,channel_31,Rare Event,2011-06-09 03:03:00.093000,2011-06-20 00:00:00,10438,False
id_164,channel_31,Rare Event,2011-11-24 17:21:00.066000,2011-12-03 21:28:30.066000,8806,False
id_169,channel_31,Rare Event,2012-06-20 22:52:30.033000,2012-07-02 00:00:00,10605,False
id_175,channel_31,Rare Event,2012-12-06 12:49:30.006000,2012-12-11 00:00:00,4287,False
id_14,channel_31,Rare Event,2013-06-30 19:36:39.687000,2013-07-21 13:05:59.964000,19900,True
id_180,channel_31,Rare Event,2013-08-11 21:29:59.964000,2013-08-29 00:00:00,16421,True
id_182,channel_31,Rare Event,2013-09-12 02:59:59.958000,2013-09-19 00:00:00,6601,True
id_154,channel_32,Rare Event,2011-02-23 20:25:30.108000,2011-02-27 12:00:00,3503,False
id_155,channel_32,Rare Event,2011-04-22 00:45:00.102000,2011-04-29 23:58:30.099000,7650,False
id_14,channel_32,Rare Event,2013-06-30 19:36:39.687000,2013-07-21 13:05:59.964000,19900,False
id_180,channel_32,Rare Event,2013-08-12 03:16:29.964000,2013-08-29 00:00:00,16190,False
id_154,channel_33,Rare Event,2011-02-23 20:25:30.108000,2011-02-27 12:00:00,3503,False
id_155,channel_33,Rare Event,2011-04-22 01:24:00.102000,2011-04-29 23:58:30.099000,7624,False
id_14,channel_33,Rare Event,2013-06-30 19:36:39.687000,2013-07-21 13:05:59.964000,19900,False
id_180,channel_33,Rare Event,2013-08-12 03:13:29.964000,2013-08-29 00:00:00,16192,False
id_180,channel_34,Rare Event,2013-08-12 02:35:59.964000,2013-08-13 21:17:59.961000,1709,False
id_180,channel_35,Rare Event,2013-08-12 02:31:29.964000,2013-08-14 00:34:29.961000,1843,False
id_180,channel_36,Rare Event,2013-08-12 00:52:29.964000,2013-08-13 21:40:29.961000,1793,False
id_180,channel_37,Rare Event,2013-08-11 22:17:59.964000,2013-08-13 21:31:29.961000,1890,False
id_154,channel_38,Rare Event,2011-02-23 20:19:30.108000,2011-03-04 00:00:00,7827,False
id_155,channel_38,Rare Event,2011-04-22 00:18:00.102000,2011-04-29 23:58:30.099000,7668,False
id_159,channel_38,Rare Event,2011-06-09 03:15:00.093000,2011-06-20 00:00:00,10430,False
id_164,channel_38,Rare Event,2011-11-24 18:07:30.066000,2011-11-27 21:28:30.066000,3015,False
id_169,channel_38,Rare Event,2012-06-20 22:55:30.033000,2012-06-26 00:00:00,4843,False
id_175,channel_38,Rare Event,2012-12-06 13:07:30.006000,2012-12-08 00:00:00,1395,False
id_14,channel_38,Rare Event,2013-06-30 19:36:39.687000,2013-07-21 13:05:59.964000,19900,True
id_180,channel_38,Rare Event,2013-08-11 23:28:29.964000,2013-08-29 00:00:00,16342,True
id_182,channel_38,Rare Event,2013-09-12 02:13:29.958000,2013-09-19 00:00:00,6632,True
id_154,channel_39,Rare Event,2011-02-23 19:49:30.108000,2011-03-04 00:00:00,7847,False
id_155,channel_39,Rare Event,2011-04-22 00:21:00.102000,2011-05-02 23:58:30.099000,10546,False
id_159,channel_39,Rare Event,2011-06-09 03:00:00.093000,2011-06-20 00:00:00,10440,False
id_164,channel_39,Rare Event,2011-11-24 17:25:30.066000,2011-12-03 21:28:30.066000,8803,False
id_169,channel_39,Rare Event,2012-06-20 22:52:30.033000,2012-07-02 00:00:00,10605,False
id_175,channel_39,Rare Event,2012-12-06 12:51:00.006000,2012-12-11 00:00:00,4286,False
id_14,channel_39,Rare Event,2013-06-30 19:36:39.687000,2013-07-21 13:05:59.964000,19900,True
id_180,channel_39,Rare Event,2013-08-11 21:29:59.964000,2013-08-29 00:00:00,16421,True
id_182,channel_39,Rare Event,2013-09-12 02:32:59.958000,2013-09-19 00:00:00,6619,True
id_154,channel_40,Rare Event,2011-02-23 20:25:30.108000,2011-02-27 12:00:00,3503,False
id_155,channel_40,Rare Event,2011-04-22 00:52:30.102000,2011-04-29 23:58:30.099000,7645,False
id_14,channel_40,Rare Event,2013-06-30 19:36:39.687000,2013-07-21 13:05:59.964000,19900,False
id_180,channel_40,Rare Event,2013-08-12 03:14:59.964000,2013-08-29 00:00:00,16191,False
id_157,channel_41,Anomaly,2011-04-19 07:22:09.819000,2011-04-19 07:34:09.819000,26,False
id_155,channel_41,Rare Event,2011-04-21 23:58:39.819000,2011-04-21 23:59:39.819000,3,False
id_155,channel_41,Rare Event,2011-04-22 00:17:39.819000,2011-04-22 00:19:39.819000,5,False
id_155,channel_41,Rare Event,2011-04-22 01:37:09.819000,2011-04-22 01:38:39.819000,4,False
id_55,channel_41,Rare Event,2011-04-23 08:19:39.819000,2011-04-23 08:19:39.819000,1,False
id_155,channel_41,Rare Event,2011-04-24 03:55:09.819000,2011-04-24 03:57:09.819000,6,False
id_155,channel_41,Rare Event,2011-04-24 05:14:39.819000,2011-04-24 05:17:02.319000,6,False
id_155,channel_41,Rare Event,2011-04-24 06:03:09.819000,2011-04-24 06:05:09.819000,5,False
id_159,channel_41,Rare Event,2011-06-09 03:00:39.813000,2011-06-09 03:13:39.813000,28,False
id_159,channel_41,Rare Event,2011-06-09 03:24:09.813000,2011-06-09 03:24:09.813000,1,False
id_159,channel_41,Rare Event,2011-06-09 03:25:39.813000,2011-06-09 03:25:39.813000,1,False
id_160,channel_41,Anomaly,2011-08-12 19:57:32.889000,2011-08-12 19:57:39.801000,2,True
id_51,channel_41,Rare Event,2011-08-14 19:12:39.801000,2011-08-14 20:31:09.801000,166,False
id_49,channel_41,Rare Event,2011-10-08 07:15:06.792000,2011-10-08 08:47:09.792000,1852,False
id_164,channel_41,Rare Event,2011-11-24 17:17:39.786000,2011-11-24 17:21:09.786000,8,False
id_164,channel_41,Rare Event,2011-11-24 17:39:09.786000,2011-11-24 17:39:39.786000,2,False
id_164,channel_41,Rare Event,2011-11-24 17:40:39.786000,2011-11-24 17:41:09.786000,2,False
id_165,channel_41,Anomaly,2011-12-28 04:02:39.780000,2011-12-28 04:02:47.868000,2,True
id_166,channel_41,Anomaly,2012-01-07 03:42:26.865000,2012-01-07 03:42:39.777000,2,True
id_169,channel_41,Rare Event,2012-06-20 22:45:09.750000,2012-06-20 22:53:09.750000,18,False
id_172,channel_41,Anomaly,2012-09-19 13:42:51,2012-09-19 13:43:09,1,True
id_174,channel_41,Rare Event,2012-10-04 15:18:09.735000,2012-10-04 16:12:39.735000,115,False
id_175,channel_41,Rare Event,2012-12-06 12:45:09.723000,2012-12-06 12:47:09.723000,6,False
id_175,channel_41,Rare Event,2012-12-06 13:05:39.723000,2012-12-06 13:09:09.723000,9,False
id_42,channel_41,Anomaly,2012-12-06 18:34:09.723000,2012-12-06 18:34:09.723000,1,False
id_24,channel_41,Rare Event,2012-12-18 06:32:09.723000,2012-12-18 06:47:39.723000,34,False
id_24,channel_41,Rare Event,2012-12-19 00:30:09.723000,2012-12-19 00:38:39.723000,19,False
id_176,channel_41,Anomaly,2013-02-09 23:44:53.799000,2013-02-09 23:44:53.799000,1,True
id_177,channel_41,Anomaly,2013-03-24 16:57:39.705000,2013-03-24 16:57:41.793000,2,True
id_14,channel_41,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 16:49:09.684000,60130,False
id_180,channel_41,Rare Event,2013-08-12 02:55:39.681000,2013-08-12 03:11:39.681000,35,False
id_180,channel_41,Rare Event,2013-08-12 05:55:39.681000,2013-08-12 06:11:39.681000,35,True
id_180,channel_41,Rare Event,2013-08-12 08:55:09.681000,2013-08-12 09:11:39.681000,36,False
id_180,channel_41,Rare Event,2013-08-12 11:55:09.681000,2013-08-12 12:11:39.681000,36,False
id_180,channel_41,Rare Event,2013-08-12 14:55:09.681000,2013-08-12 15:11:39.681000,36,True
id_180,channel_41,Rare Event,2013-08-12 17:55:09.681000,2013-08-12 18:11:39.681000,36,False
id_180,channel_41,Rare Event,2013-08-12 20:55:09.681000,2013-08-12 21:11:39.681000,36,False
id_180,channel_41,Rare Event,2013-08-12 23:55:09.681000,2013-08-13 00:11:39.681000,36,True
id_180,channel_41,Rare Event,2013-08-13 02:55:39.681000,2013-08-13 03:08:09.681000,28,False
id_180,channel_41,Rare Event,2013-08-13 21:05:09.681000,2013-08-13 21:07:02.181000,5,False
id_180,channel_41,Rare Event,2013-08-13 21:52:09.681000,2013-08-13 21:56:09.681000,9,False
id_180,channel_41,Rare Event,2013-08-14 18:59:39.681000,2013-08-15 02:04:39.681000,893,True
id_183,channel_41,Anomaly,2013-09-05 18:32:23.763000,2013-09-05 18:32:23.763000,1,True
id_182,channel_41,Rare Event,2013-09-12 02:00:39.675000,2013-09-12 02:02:09.675000,4,False
id_182,channel_41,Rare Event,2013-09-12 02:21:09.675000,2013-09-12 02:21:09.675000,1,False
id_182,channel_41,Rare Event,2013-09-12 02:22:09.675000,2013-09-12 02:22:39.675000,2,False
id_184,channel_41,Anomaly,2013-10-01 01:13:39.672000,2013-10-01 01:13:44.760000,2,True
id_186,channel_41,Anomaly,2013-11-11 05:27:23.754000,2013-11-11 05:27:23.754000,1,True
id_187,channel_41,Anomaly,2013-11-19 14:57:17.751000,2013-11-19 14:57:17.751000,1,True
id_157,channel_42,Anomaly,2011-04-19 07:09:39.819000,2011-04-19 07:34:39.819000,53,False
id_155,channel_42,Rare Event,2011-04-21 23:58:39.819000,2011-04-21 23:59:39.819000,3,False
id_155,channel_42,Rare Event,2011-04-22 00:17:39.819000,2011-04-22 00:19:09.819000,4,False
id_155,channel_42,Rare Event,2011-04-22 01:37:09.819000,2011-04-22 01:38:39.819000,4,False
id_155,channel_42,Rare Event,2011-04-24 03:55:09.819000,2011-04-24 03:57:09.819000,6,False
id_155,channel_42,Rare Event,2011-04-24 06:01:39.819000,2011-04-24 06:05:09.819000,8,False
id_159,channel_42,Rare Event,2011-06-09 03:00:39.813000,2011-06-09 03:14:39.813000,30,False
id_159,channel_42,Rare Event,2011-06-09 03:24:09.813000,2011-06-09 03:24:09.813000,1,False
id_159,channel_42,Rare Event,2011-06-09 03:25:39.813000,2011-06-09 03:25:39.813000,1,False
id_160,channel_42,Anomaly,2011-08-12 19:57:32.889000,2011-08-12 19:57:39.801000,2,True
id_51,channel_42,Rare Event,2011-08-14 19:12:39.801000,2011-08-14 20:31:39.801000,167,False
id_49,channel_42,Rare Event,2011-10-08 07:15:06.792000,2011-10-08 08:47:09.792000,1852,False
id_164,channel_42,Rare Event,2011-11-24 17:17:39.786000,2011-11-24 17:21:09.786000,8,False
id_164,channel_42,Rare Event,2011-11-24 17:39:09.786000,2011-11-24 17:41:09.786000,5,False
id_165,channel_42,Anomaly,2011-12-28 04:02:39.780000,2011-12-28 04:02:47.868000,2,True
id_166,channel_42,Anomaly,2012-01-07 03:42:26.865000,2012-01-07 03:42:39.777000,2,True
id_169,channel_42,Rare Event,2012-06-20 22:45:09.750000,2012-06-20 22:53:09.750000,18,False
id_172,channel_42,Anomaly,2012-09-19 13:42:51,2012-09-19 13:43:09,1,True
id_174,channel_42,Rare Event,2012-10-04 15:24:39.735000,2012-10-04 16:30:09.735000,139,False
id_175,channel_42,Rare Event,2012-12-06 12:45:09.723000,2012-12-06 12:47:09.723000,6,False
id_175,channel_42,Rare Event,2012-12-06 13:05:39.723000,2012-12-06 13:09:09.723000,9,False
id_24,channel_42,Rare Event,2012-12-18 06:32:09.723000,2012-12-18 06:46:39.723000,31,False
id_24,channel_42,Rare Event,2012-12-18 11:55:39.723000,2012-12-18 12:03:09.723000,17,False
id_24,channel_42,Rare Event,2012-12-19 00:29:09.723000,2012-12-19 00:36:39.723000,16,False
id_24,channel_42,Rare Event,2012-12-19 05:49:09.723000,2012-12-19 06:01:39.723000,27,False
id_176,channel_42,Anomaly,2013-02-09 23:44:53.799000,2013-02-09 23:44:53.799000,1,True
id_177,channel_42,Anomaly,2013-03-24 16:57:39.705000,2013-03-24 16:57:41.793000,2,True
id_14,channel_42,Rare Event,2013-06-30 19:36:39.687000,2013-07-20 16:49:09.684000,60130,False
id_180,channel_42,Rare Event,2013-08-12 02:55:39.681000,2013-08-12 03:11:39.681000,35,False
id_180,channel_42,Rare Event,2013-08-12 05:55:39.681000,2013-08-12 06:11:39.681000,35,False
id_180,channel_42,Rare Event,2013-08-12 08:55:09.681000,2013-08-12 09:11:39.681000,36,False
id_180,channel_42,Rare Event,2013-08-12 11:55:09.681000,2013-08-12 12:11:39.681000,36,False
id_180,channel_42,Rare Event,2013-08-12 14:55:09.681000,2013-08-12 15:11:39.681000,36,False
id_180,channel_42,Rare Event,2013-08-12 17:55:09.681000,2013-08-12 18:11:39.681000,36,True
id_180,channel_42,Rare Event,2013-08-12 20:55:09.681000,2013-08-12 21:11:39.681000,36,False
id_180,channel_42,Rare Event,2013-08-12 23:55:09.681000,2013-08-13 00:11:39.681000,36,False
id_180,channel_42,Rare Event,2013-08-13 02:55:39.681000,2013-08-13 03:08:09.681000,28,False
id_180,channel_42,Rare Event,2013-08-13 21:05:09.681000,2013-08-13 21:07:02.181000,5,False
id_180,channel_42,Rare Event,2013-08-13 21:52:09.681000,2013-08-13 21:56:09.681000,9,False
id_180,channel_42,Rare Event,2013-08-14 18:50:39.681000,2013-08-15 02:04:39.681000,912,True
id_183,channel_42,Anomaly,2013-09-05 18:32:23.763000,2013-09-05 18:32:23.763000,1,True
id_182,channel_42,Rare Event,2013-09-12 02:00:39.675000,2013-09-12 02:02:09.675000,4,False
id_182,channel_42,Rare Event,2013-09-12 02:22:09.675000,2013-09-12 02:22:39.675000,2,False
id_184,channel_42,Anomaly,2013-10-01 01:13:39.672000,2013-10-01 01:13:44.760000,2,True
id_186,channel_42,Anomaly,2013-11-11 05:27:23.754000,2013-11-11 05:27:23.754000,1,True
id_187,channel_42,Anomaly,2013-11-19 14:57:17.751000,2013-11-19 14:57:17.751000,1,True
id_157,channel_43,Anomaly,2011-04-19 07:09:39.819000,2011-04-19 07:34:39.819000,53,False
id_155,channel_43,Rare Event,2011-04-21 23:58:39.819000,2011-04-21 23:59:39.819000,3,False
id_155,channel_43,Rare Event,2011-04-22 00:17:39.819000,2011-04-22 00:19:39.819000,5,False
id_155,channel_43,Rare Event,2011-04-22 01:37:09.819000,2011-04-22 01:38:39.819000,4,False
id_55,channel_43,Rare Event,2011-04-23 08:19:39.819000,2011-04-23 08:19:39.819000,1,False
id_155,channel_43,Rare Event,2011-04-24 03:55:09.819000,2011-04-24 03:57:09.819000,6,False
id_155,channel_43,Rare Event,2011-04-24 05:14:39.819000,2011-04-24 05:16:39.819000,5,False
id_155,channel_43,Rare Event,2011-04-24 06:03:09.819000,2011-04-24 06:05:09.819000,5,False
id_159,channel_43,Rare Event,2011-06-09 02:57:09.813000,2011-06-09 03:08:09.813000,24,False
id_159,channel_43,Rare Event,2011-06-09 03:24:09.813000,2011-06-09 03:24:09.813000,1,False
id_159,channel_43,Rare Event,2011-06-09 03:25:39.813000,2011-06-09 03:25:39.813000,1,False
id_160,channel_43,Anomaly,2011-08-12 19:57:32.889000,2011-08-12 19:57:39.801000,2,True
id_51,channel_43,Rare Event,2011-08-14 19:12:39.801000,2011-08-14 20:31:39.801000,167,False
id_49,channel_43,Rare Event,2011-10-08 07:15:06.792000,2011-10-08 08:47:09.792000,1852,False
id_164,channel_43,Rare Event,2011-11-24 17:17:39.786000,2011-11-24 17:21:09.786000,8,False
id_164,channel_43,Rare Event,2011-11-24 17:39:09.786000,2011-11-24 17:41:09.786000,5,False
