channel,feature,importance,interpretation
channel_12,value,0.33208921551704407,model feature importance; non-causal
channel_43,rolling_margin_24,0.021693719550967216,model feature importance; non-causal
channel_43,rolling_abs_z_24,0.02176688052713871,model feature importance; non-causal
channel_44,value,0.15111595392227173,model feature importance; non-causal
channel_44,delta_1,0.016741778701543808,model feature importance; non-causal
channel_44,rolling_mean_24,0.6863126158714294,model feature importance; non-causal
channel_44,rolling_std_24,0.09656249731779099,model feature importance; non-causal
channel_44,rolling_margin_24,0.02066832408308983,model feature importance; non-causal
channel_44,rolling_abs_z_24,0.0285988487303257,model feature importance; non-causal
channel_45,value,0.21398364007472992,model feature importance; non-causal
channel_45,delta_1,0.011492209509015083,model feature importance; non-causal
channel_45,rolling_mean_24,0.5681961178779602,model feature importance; non-causal
channel_45,rolling_std_24,0.15535381436347961,model feature importance; non-causal
channel_45,rolling_margin_24,0.027157921344041824,model feature importance; non-causal
channel_45,rolling_abs_z_24,0.023816382512450218,model feature importance; non-causal
channel_46,value,0.16354334354400635,model feature importance; non-causal
channel_46,delta_1,0.022056274116039276,model feature importance; non-causal
channel_46,rolling_mean_24,0.6359257698059082,model feature importance; non-causal
channel_46,rolling_std_24,0.11851931363344193,model feature importance; non-causal
channel_46,rolling_margin_24,0.035382941365242004,model feature importance; non-causal
channel_46,rolling_abs_z_24,0.024572353810071945,model feature importance; non-causal
channel_47,value,0.3051965832710266,model feature importance; non-causal
channel_47,delta_1,0.037200670689344406,model feature importance; non-causal
channel_47,rolling_mean_24,0.5707306265830994,model feature importance; non-causal
channel_47,rolling_std_24,0.02230019122362137,model feature importance; non-causal
channel_47,rolling_margin_24,0.031001130118966103,model feature importance; non-causal
channel_47,rolling_abs_z_24,0.03357088193297386,model feature importance; non-causal
channel_48,value,0.2767396569252014,model feature importance; non-causal
channel_48,delta_1,0.06421303004026413,model feature importance; non-causal
channel_48,rolling_mean_24,0.5809316635131836,model feature importance; non-causal
channel_48,rolling_std_24,0.023806113749742508,model feature importance; non-causal
channel_48,rolling_margin_24,0.029209870845079422,model feature importance; non-causal
channel_48,rolling_abs_z_24,0.025099752470850945,model feature importance; non-causal
channel_49,value,0.2646457850933075,model feature importance; non-causal
channel_49,delta_1,0.03411956876516342,model feature importance; non-causal
channel_49,rolling_mean_24,0.6230852007865906,model feature importance; non-causal
channel_49,rolling_std_24,0.02823282591998577,model feature importance; non-causal
channel_49,rolling_margin_24,0.02371589094400406,model feature importance; non-causal
channel_49,rolling_abs_z_24,0.026200782507658005,model feature importance; non-causal
channel_50,value,0.2683519124984741,model feature importance; non-causal
channel_50,delta_1,0.0779733657836914,model feature importance; non-causal
channel_50,rolling_mean_24,0.5347211360931396,model feature importance; non-causal
channel_50,rolling_std_24,0.03341052308678627,model feature importance; non-causal
channel_50,rolling_margin_24,0.047086283564567566,model feature importance; non-causal
channel_50,rolling_abs_z_24,0.03845681622624397,model feature importance; non-causal
channel_51,value,0.23845647275447845,model feature importance; non-causal
channel_51,delta_1,0.08724761754274368,model feature importance; non-causal
channel_51,rolling_mean_24,0.5457860827445984,model feature importance; non-causal
channel_51,rolling_std_24,0.03137720003724098,model feature importance; non-causal
channel_51,rolling_margin_24,0.04991748556494713,model feature importance; non-causal
channel_51,rolling_abs_z_24,0.0472150519490242,model feature importance; non-causal
channel_52,value,0.31586891412734985,model feature importance; non-causal
channel_52,delta_1,0.025614075362682343,model feature importance; non-causal
channel_52,rolling_mean_24,0.54672771692276,model feature importance; non-causal
channel_52,rolling_std_24,0.034483250230550766,model feature importance; non-causal
channel_52,rolling_margin_24,0.04702837020158768,model feature importance; non-causal
channel_52,rolling_abs_z_24,0.03027765452861786,model feature importance; non-causal
channel_57,value,0.40068909525871277,model feature importance; non-causal
channel_57,delta_1,0.027236219495534897,model feature importance; non-causal
channel_57,rolling_mean_24,0.49237024784088135,model feature importance; non-causal
channel_57,rolling_std_24,0.027030134573578835,model feature importance; non-causal
channel_57,rolling_margin_24,0.024573015049099922,model feature importance; non-causal
channel_57,rolling_abs_z_24,0.028101222589612007,model feature importance; non-causal
channel_58,value,0.4013154208660126,model feature importance; non-causal
channel_58,delta_1,0.02406233549118042,model feature importance; non-causal
channel_58,rolling_mean_24,0.48602500557899475,model feature importance; non-causal
channel_58,rolling_std_24,0.029104487970471382,model feature importance; non-causal
channel_58,rolling_margin_24,0.037357933819293976,model feature importance; non-causal
channel_58,rolling_abs_z_24,0.022134792059659958,model feature importance; non-causal
channel_59,value,0.5020232200622559,model feature importance; non-causal
channel_59,delta_1,0.03185346722602844,model feature importance; non-causal
channel_59,rolling_mean_24,0.40494436025619507,model feature importance; non-causal
channel_59,rolling_std_24,0.0193339753895998,model feature importance; non-causal
channel_59,rolling_margin_24,0.02182426117360592,model feature importance; non-causal
channel_59,rolling_abs_z_24,0.020020633935928345,model feature importance; non-causal
channel_60,value,0.4252367913722992,model feature importance; non-causal
channel_60,delta_1,0.018436556681990623,model feature importance; non-causal
channel_60,rolling_mean_24,0.46928152441978455,model feature importance; non-causal
channel_60,rolling_std_24,0.026314755901694298,model feature importance; non-causal
channel_60,rolling_margin_24,0.033187802881002426,model feature importance; non-causal
channel_60,rolling_abs_z_24,0.027542565017938614,model feature importance; non-causal
channel_61,value,0.0,model feature importance; non-causal
channel_61,delta_1,0.0,model feature importance; non-causal
channel_61,rolling_mean_24,0.0008892862242646515,model feature importance; non-causal
channel_61,rolling_std_24,0.0,model feature importance; non-causal
channel_61,rolling_margin_24,0.7073487639427185,model feature importance; non-causal
channel_61,rolling_abs_z_24,0.29176196455955505,model feature importance; non-causal
channel_62,value,0.0,model feature importance; non-causal
channel_62,delta_1,0.5464757680892944,model feature importance; non-causal
channel_62,rolling_mean_24,0.0,model feature importance; non-causal
channel_62,rolling_std_24,0.0,model feature importance; non-causal
channel_62,rolling_margin_24,0.45352423191070557,model feature importance; non-causal
channel_62,rolling_abs_z_24,0.0,model feature importance; non-causal
channel_63,value,0.0,model feature importance; non-causal
channel_63,delta_1,0.5464757680892944,model feature importance; non-causal
channel_63,rolling_mean_24,0.0,model feature importance; non-causal
channel_63,rolling_std_24,0.0,model feature importance; non-causal
channel_63,rolling_margin_24,0.45352423191070557,model feature importance; non-causal
channel_63,rolling_abs_z_24,0.0,model feature importance; non-causal
channel_64,value,0.8136370778083801,model feature importance; non-causal
channel_64,delta_1,0.0,model feature importance; non-causal
channel_64,rolling_mean_24,0.0,model feature importance; non-causal
channel_64,rolling_std_24,0.0,model feature importance; non-causal
channel_64,rolling_margin_24,0.18636295199394226,model feature importance; non-causal
channel_64,rolling_abs_z_24,0.0,model feature importance; non-causal
channel_65,value,0.8136370778083801,model feature importance; non-causal
channel_65,delta_1,0.0,model feature importance; non-causal
channel_65,rolling_mean_24,0.0,model feature importance; non-causal
channel_65,rolling_std_24,0.0,model feature importance; non-causal
channel_65,rolling_margin_24,0.18636295199394226,model feature importance; non-causal
channel_65,rolling_abs_z_24,0.0,model feature importance; non-causal
channel_66,value,0.10892703384160995,model feature importance; non-causal
channel_66,delta_1,0.04425952956080437,model feature importance; non-causal
channel_66,rolling_mean_24,0.31819477677345276,model feature importance; non-causal
channel_66,rolling_std_24,0.37574756145477295,model feature importance; non-causal
channel_66,rolling_margin_24,0.09088504314422607,model feature importance; non-causal
channel_66,rolling_abs_z_24,0.061986058950424194,model feature importance; non-causal
channel_70,value,0.05084998905658722,model feature importance; non-causal
channel_70,delta_1,0.03757580369710922,model feature importance; non-causal
channel_70,rolling_mean_24,0.06059524416923523,model feature importance; non-causal
channel_70,rolling_std_24,0.7631846070289612,model feature importance; non-causal
channel_70,rolling_margin_24,0.03900938108563423,model feature importance; non-causal
channel_70,rolling_abs_z_24,0.04878496751189232,model feature importance; non-causal
channel_71,value,0.2143297642469406,model feature importance; non-causal
channel_71,delta_1,0.07211245596408844,model feature importance; non-causal
channel_71,rolling_mean_24,0.1137060895562172,model feature importance; non-causal
channel_71,rolling_std_24,0.4329741895198822,model feature importance; non-causal
channel_71,rolling_margin_24,0.06999912112951279,model feature importance; non-causal
channel_71,rolling_abs_z_24,0.09687837213277817,model feature importance; non-causal
channel_72,value,0.15053710341453552,model feature importance; non-causal
channel_72,delta_1,0.05172327533364296,model feature importance; non-causal
channel_72,rolling_mean_24,0.16512122750282288,model feature importance; non-causal
channel_72,rolling_std_24,0.5177103877067566,model feature importance; non-causal
channel_72,rolling_margin_24,0.06461779773235321,model feature importance; non-causal
channel_72,rolling_abs_z_24,0.05029016360640526,model feature importance; non-causal
channel_73,value,0.09364016354084015,model feature importance; non-causal
channel_73,delta_1,0.0786736011505127,model feature importance; non-causal
channel_73,rolling_mean_24,0.3537581264972687,model feature importance; non-causal
channel_73,rolling_std_24,0.3230527639389038,model feature importance; non-causal
channel_73,rolling_margin_24,0.07631246745586395,model feature importance; non-causal
channel_73,rolling_abs_z_24,0.0745629072189331,model feature importance; non-causal
channel_74,value,0.06227123364806175,model feature importance; non-causal
channel_74,delta_1,0.0608973428606987,model feature importance; non-causal
channel_74,rolling_mean_24,0.5365183353424072,model feature importance; non-causal
channel_74,rolling_std_24,0.24275383353233337,model feature importance; non-causal
channel_74,rolling_margin_24,0.04926108568906784,model feature importance; non-causal
channel_74,rolling_abs_z_24,0.04829814285039902,model feature importance; non-causal
channel_75,value,0.1020241379737854,model feature importance; non-causal
channel_75,delta_1,0.09596538543701172,model feature importance; non-causal
channel_75,rolling_mean_24,0.3544754385948181,model feature importance; non-causal
channel_75,rolling_std_24,0.24635015428066254,model feature importance; non-causal
channel_75,rolling_margin_24,0.11175106465816498,model feature importance; non-causal
channel_75,rolling_abs_z_24,0.08943376690149307,model feature importance; non-causal
channel_76,value,0.04624098911881447,model feature importance; non-causal
channel_76,delta_1,0.04729042574763298,model feature importance; non-causal
channel_76,rolling_mean_24,0.21742266416549683,model feature importance; non-causal
channel_76,rolling_std_24,0.5798537135124207,model feature importance; non-causal
channel_76,rolling_margin_24,0.05341432988643646,model feature importance; non-causal
channel_76,rolling_abs_z_24,0.0557779036462307,model feature importance; non-causal
